B,Delta,h,Sigma_D_D,Sigma_D_h,tau_sf_inv,tau_so_inv,x_N,G_N,Sigma_GN,Gamma,Sigma_Gamma,T
-122.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0009203584573756,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-120.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0154436450091358,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-118.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.010723881478943,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-116.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.017441815306525,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-114.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0080007652504896,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-112.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.008544474698788,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-110.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0143547031168831,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-108.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0178042882720573,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-106.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.010542644996177,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-104.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0118128233711956,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-102.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0118128233711956,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-100.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.017259055828103,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-98.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0130845247418645,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-96.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.008908470659976,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-94.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0143547031168831,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-92.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0268813423669043,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-90.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0148999355608377,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-88.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0156248814919018,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-86.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0129017652634484,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-84.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,1.0045511800953155,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-82.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,0.9800400880479097,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-80.0,0.0,0.0,0.0,0.0,0.0459042345571715,0.0049112310663594,0.954986809547867,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-78.0,0.2865257939156697,0.2039967752821575,9.175562516273083e-06,3.044683867694375e-06,0.0459042345571715,0.0049112310663594,0.9272088918237092,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
-76.0,0.2881217741045164,0.2030123961250795,5.173951043016844e-06,2.6816552378867883e-06,0.0459042345571715,0.0049112310663594,0.8968890943538637,0.1694870723994384,0.0015276334689203995,1.0893378711212208e-05,4.746627989835653e-10,0.0034468
