magnet_bpar	v_bias	lockin_6_CondX
-0.2	-0.001	0.165642592359964
-0.2	-0.00099	0.165704284969791
-0.2	-0.00098	0.165673567728915
-0.2	-0.00097	0.165735002210667
-0.2	-0.00096	0.165796436692419
-0.2	-0.00095	0.165488748027509
-0.2	-0.00094	0.165273469213303
-0.2	-0.00093	0.165242751972427
-0.2	-0.00092	0.165150342121724
-0.2	-0.00091	0.164811936215938
-0.2	-0.0009	0.16468880912436
-0.2	-0.00089	0.165150342121724
-0.2	-0.00088	0.165950281024874
-0.2	-0.00087	0.166935039629429
-0.2	-0.00086	0.167273445535214
-0.2	-0.00085	0.167088883961884
-0.2	-0.00084	0.167088883961884
-0.2	-0.00083	0.167212011053462
-0.2	-0.00082	0.167181293812586
-0.2	-0.00081	0.166750478056098
-0.2	-0.0008	0.166073408116452
-0.2	-0.00079	0.165673567728915
-0.2	-0.00078	0.165735002210667
-0.2	-0.00077	0.166227252448907
-0.2	-0.00076	0.166719760815222
-0.2	-0.00075	0.167058166721008
-0.2	-0.00074	0.167088883961884
-0.2	-0.00073	0.167088883961884
-0.2	-0.00072	0.167488982477496
-0.2	-0.00071	0.16795051547486
-0.2	-0.0007	0.167827388383281
-0.2	-0.00069	0.167427289867669
-0.2	-0.00068	0.167242728294338
-0.2	-0.00067	0.167212011053462
-0.2	-0.00066	0.167058166721008
-0.2	-0.00065	0.166750478056098
-0.2	-0.00064	0.1660119736347
-0.2	-0.00063	0.165550440637336
-0.2	-0.00062	0.1660119736347
-0.2	-0.00061	0.166750478056098
-0.2	-0.0006	0.167181293812586
-0.2	-0.00059	0.167212011053462
-0.2	-0.00058	0.166996732239256
-0.2	-0.00057	0.166750478056098
-0.2	-0.00056	0.166565916482767
-0.2	-0.00055	0.166596633723643
-0.2	-0.00054	0.166719760815222
-0.2	-0.00053	0.166658068205395
-0.2	-0.00052	0.166504223872941
-0.2	-0.00051	0.166381096781362
-0.2	-0.0005	0.166504223872941
-0.2	-0.00049	0.167088883961884
-0.2	-0.00048	0.167704261291703
-0.2	-0.00047	0.167735236660653
-0.2	-0.00046	0.167335138145041
-0.2	-0.00045	0.166935039629429
-0.2	-0.00044	0.166842629778726
-0.2	-0.00043	0.167212011053462
-0.2	-0.00042	0.167673544050827
-0.2	-0.00041	0.167519699718372
-0.2	-0.0004	0.167088883961884
-0.2	-0.00039	0.166935039629429
-0.2	-0.00038	0.167365855385917
-0.2	-0.00037	0.167919798233984
-0.2	-0.00036	0.16825820413977
-0.2	-0.00035	0.168627585414506
-0.2	-0.00034	0.169058401170994
-0.2	-0.00033	0.169181270134498
-0.2	-0.00032	0.169181270134498
-0.2	-0.00031	0.169150552893622
-0.2	-0.0003	0.168627585414506
-0.2	-0.00029	0.167919798233984
-0.2	-0.00028	0.16745826523662
-0.2	-0.00027	0.16745826523662
-0.2	-0.00026	0.167642826809951
-0.2	-0.00025	0.167673544050827
-0.2	-0.00024	0.167581392328198
-0.2	-0.00023	0.167704261291703
-0.2	-0.00022	0.168196769658017
-0.2	-0.00021	0.168719737137134
-0.2	-0.0002	0.169150552893622
-0.2	-0.00019	0.168842864228712
-0.2	-0.00018	0.168381331231348
-0.2	-0.00017	0.167981232715736
-0.2	-0.00016	0.168104359807315
-0.2	-0.00015	0.168812146987836
-0.2	-0.00014	0.169519934168358
-0.2	-0.00013	0.169950749924846
-0.2	-0.00012	0.169858340074144
-0.2	-0.00011	0.169796905592392
-0.2	-9.99999999999999e-05	0.170196745979929
-0.2	-8.99999999999999e-05	0.170596844495541
-0.2	-8e-05	0.171058377492906
-0.2	-7e-05	0.171304631676063
-0.2	-5.99999999999999e-05	0.171396783398691
-0.2	-4.99999999999999e-05	0.17151991049027
-0.2	-3.99999999999999e-05	0.172012418856585
-0.2	-3e-05	0.172535386335701
-0.2	-1.99999999999998e-05	0.172781640518858
-0.2	-1e-05	0.172843075000611
-0.2	0.0	0.172781640518858
-0.2	1e-05	0.172412259244122
-0.2	2.00000000000001e-05	0.17151991049027
-0.2	3.00000000000001e-05	0.170535410013789
-0.2	4.00000000000001e-05	0.169735212982565
-0.2	5.00000000000001e-05	0.169550651409234
-0.2	6.00000000000002e-05	0.170104594257301
-0.2	7e-05	0.170689254346244
-0.2	8e-05	0.170843098678699
-0.2	9e-05	0.170750688827996
-0.2	0.0001	0.170966225770278
-0.2	0.00011	0.171304631676063
-0.2	0.00012	0.171704730191675
-0.2	0.00013	0.171796881914303
-0.2	0.00014	0.171643037581849
-0.2	0.00015	0.171366066157815
-0.2	0.00016	0.17071997158712
-0.2	0.00017	0.170381565681335
-0.2	0.00018	0.170412282922211
-0.2	0.00019	0.170104594257301
-0.2	0.0002	0.169366089835903
-0.2	0.00021	0.168658302655382
-0.2	0.00022	0.168288921380646
-0.2	0.00023	0.168288921380646
-0.2	0.00024	0.168473741082051
-0.2	0.00025	0.168535175563803
-0.2	0.00026	0.168565892804679
-0.2	0.00027	0.168658302655382
-0.2	0.00028	0.168627585414506
-0.2	0.00029	0.168565892804679
-0.2	0.0003	0.168073642566439
-0.2	0.00031	0.167673544050827
-0.2	0.00032	0.167673544050827
-0.2	0.00033	0.167704261291703
-0.2	0.00034	0.16745826523662
-0.2	0.00035	0.167027449480132
-0.2	0.00036	0.166781195296974
-0.2	0.00037	0.166904322388553
-0.2	0.00038	0.167488982477496
-0.2	0.00039	0.168011949956612
-0.2	0.0004	0.168565892804679
-0.2	0.00041	0.16908911841187
-0.2	0.00042	0.169304397226077
-0.2	0.00043	0.169273679985201
-0.2	0.00044	0.168689019896258
-0.2	0.00045	0.167735236660653
-0.2	0.00046	0.166996732239256
-0.2	0.00047	0.166904322388553
-0.2	0.00048	0.167427289867669
-0.2	0.00049	0.167889080993108
-0.2	0.0005	0.167889080993108
-0.2	0.00051	0.167704261291703
-0.2	0.00052	0.167796671142405
-0.2	0.00053	0.167612109569075
-0.2	0.00054	0.16745826523662
-0.2	0.00055	0.167519699718372
-0.2	0.00056	0.167673544050827
-0.2	0.00057	0.167827388383281
-0.2	0.00058	0.168073642566439
-0.2	0.00059	0.167889080993108
-0.2	0.0006	0.167427289867669
-0.2	0.00061	0.167058166721008
-0.2	0.00062	0.167181293812586
-0.2	0.00063	0.167335138145041
-0.2	0.00064	0.16715057657171
-0.2	0.00065	0.167088883961884
-0.2	0.00066	0.167581392328198
-0.2	0.00067	0.167919798233984
-0.2	0.00068	0.167765953901529
-0.2	0.00069	0.167673544050827
-0.2	0.0007	0.167889080993108
-0.2	0.00071	0.16825820413977
-0.2	0.00072	0.168535175563803
-0.2	0.00073	0.168073642566439
-0.2	0.00074	0.16745826523662
-0.2	0.00075	0.167088883961884
-0.2	0.00076	0.166627350964519
-0.2	0.00077	0.166104125357328
-0.2	0.00078	0.165642592359964
-0.2	0.00079	0.165396596304881
-0.2	0.0008	0.165735002210667
-0.2	0.00081	0.166504223872941
