magnet_bpar	v_bias	lockin_6_CondX
-0.25	-0.002	0.219276959954112
-0.25	-0.00198	0.219461521527443
-0.25	-0.00196	0.218969271289203
-0.25	-0.00194	0.216723040784134
-0.25	-0.00192	0.213091953158897
-0.25	-0.0019	0.212076477313466
-0.25	-0.00188	0.214907367907478
-0.25	-0.00186	0.215830692030281
-0.25	-0.00184	0.213430359064683
-0.25	-0.00182	0.210968849745407
-0.25	-0.0018	0.210722595562249
-0.25	-0.00178	0.213338207342055
-0.25	-0.00176	0.214076711763452
-0.25	-0.00174	0.212414883219252
-0.25	-0.00172	0.212476575829078
-0.25	-0.0017	0.215523003365372
-0.25	-0.00168	0.21755369692816
-0.25	-0.00166	0.217707541260614
-0.25	-0.00164	0.219861620043055
-0.25	-0.00162	0.22229267024953
-0.25	-0.0016	0.221923288974794
-0.25	-0.00158	0.220938530370239
-0.25	-0.00156	0.222384821972158
-0.25	-0.00154	0.22229267024953
-0.25	-0.00152	0.22115406731252
-0.25	-0.0015	0.221492473218306
-0.25	-0.00148	0.223523424909168
-0.25	-0.00146	0.225277405175997
-0.25	-0.00144	0.225123560843542
-0.25	-0.00142	0.223615834759871
-0.25	-0.0014	0.220846378647611
-0.25	-0.00138	0.220692534315156
-0.25	-0.00136	0.223000199301977
-0.25	-0.00134	0.224969716511087
-0.25	-0.00132	0.223800396333201
-0.25	-0.0013	0.223677269241623
-0.25	-0.00128	0.224477208144772
-0.25	-0.00126	0.221708010160587
-0.25	-0.00124	0.21921552547236
-0.25	-0.00122	0.219892337283931
-0.25	-0.0012	0.222754203246894
-0.25	-0.00118	0.225677503691609
-0.25	-0.00116	0.227031385442826
-0.25	-0.00114	0.226231188411601
-0.25	-0.00112	0.222723486006018
-0.25	-0.0011	0.218292201349557
-0.25	-0.00108	0.214599679242569
-0.25	-0.00106	0.213399641823807
-0.25	-0.00104	0.215615155088
-0.25	-0.00102	0.2188768614385
-0.25	-0.001	0.221215501794272
-0.25	-0.00098	0.220107874226213
-0.25	-0.00096	0.218076922535351
-0.25	-0.00094	0.217861385593069
-0.25	-0.00092	0.218446045682012
-0.25	-0.0009	0.216692323543258
-0.25	-0.00088	0.214076711763452
-0.25	-0.00086	0.213799740339419
-0.25	-0.00084	0.214015019153626
-0.25	-0.00082	0.215738282179579
-0.25	-0.0008	0.217030729449043
-0.25	-0.00078	0.217461545205532
-0.25	-0.00076	0.216876885116589
-0.25	-0.00074	0.217461545205532
-0.25	-0.00072	0.21724600826325
-0.25	-0.0007	0.214599679242569
-0.25	-0.00068	0.212784264493988
-0.25	-0.00066	0.215799716661331
-0.25	-0.00064	0.218446045682012
-0.25	-0.00062	0.22032315304042
-0.25	-0.0006	0.224169519479863
-0.25	-0.00058	0.227031385442826
-0.25	-0.00056	0.226169753929849
-0.25	-0.00054	0.225461966749328
-0.25	-0.00052	0.224754179568806
-0.25	-0.0005	0.22115406731252
-0.25	-0.00048	0.218323176718508
-0.25	-0.00046	0.219246242713236
-0.25	-0.00044	0.221861854493042
-0.25	-0.00042	0.220569407223577
-0.25	-0.0004	0.218200049626929
-0.25	-0.00038	0.218076922535351
-0.25	-0.00036	0.218907836807451
-0.25	-0.00034	0.217646106778862
-0.25	-0.00032	0.218169332386053
-0.25	-0.0003	0.220476997372874
-0.25	-0.00028	0.22164631755076
-0.25	-0.00026	0.221277194404099
-0.25	-0.00024	0.223769679092325
-0.25	-0.00022	0.226631286927213
-0.25	-0.0002	0.227277639625983
-0.25	-0.00018	0.226785131259668
-0.25	-0.00016	0.228385267194042
-0.25	-0.00014	0.229862276036838
-0.25	-0.00012	0.22832383271229
-0.25	-9.99999999999998e-05	0.227031385442826
-0.25	-7.99999999999998e-05	0.228785365709655
-0.25	-5.99999999999999e-05	0.231523846452964
-0.25	-3.99999999999997e-05	0.230416218884905
-0.25	-2.00000000000001e-05	0.227339074107735
-0.25	0.0	0.225338839657749
-0.25	2.00000000000001e-05	0.225031150992839
-0.25	4.00000000000001e-05	0.225031150992839
-0.25	6.00000000000002e-05	0.224077367757235
-0.25	8.00000000000002e-05	0.223615834759871
-0.25	0.0001	0.225369815026699
-0.25	0.00012	0.227954451437554
-0.25	0.00014	0.230939186364021
-0.25	0.00016	0.231154723306302
-0.25	0.00018	0.229246898707019
