magnet_bpar	v_bias	lockin_6_CondX
-0.25	-0.002	0.218815426956748
-0.25	-0.00198	0.220815661406735
-0.25	-0.00196	0.224077367757235
-0.25	-0.00194	0.223615834759871
-0.25	-0.00192	0.222138825917075
-0.25	-0.0019	0.222723486006018
-0.25	-0.00188	0.224261929330566
-0.25	-0.00186	0.223400297817589
-0.25	-0.00184	0.220907813129363
-0.25	-0.00182	0.220692534315156
-0.25	-0.0018	0.220692534315156
-0.25	-0.00178	0.220200025948841
-0.25	-0.00176	0.219646341228849
-0.25	-0.00174	0.218907836807451
-0.25	-0.00172	0.216353659509398
-0.25	-0.0017	0.215061212239933
-0.25	-0.00168	0.216107663454315
-0.25	-0.00166	0.215615155088
-0.25	-0.00164	0.214015019153626
-0.25	-0.00162	0.212261038886797
-0.25	-0.0016	0.210230345324009
-0.25	-0.00158	0.211153411318738
-0.25	-0.00156	0.214969060517305
-0.25	-0.00154	0.218630865383417
-0.25	-0.00152	0.221615600309884
-0.25	-0.0015	0.221584883069008
-0.25	-0.00148	0.22066181707428
-0.25	-0.00146	0.222354104731282
-0.25	-0.00144	0.22358485939092
-0.25	-0.00142	0.220261718558668
-0.25	-0.0014	0.216876885116589
-0.25	-0.00138	0.216107663454315
-0.25	-0.00136	0.215092187608884
-0.25	-0.00134	0.212938108826443
-0.25	-0.00132	0.213307490101179
-0.25	-0.0013	0.215984536362736
-0.25	-0.00128	0.217799951111317
-0.25	-0.00126	0.216907602357465
-0.25	-0.00124	0.219092398380782
-0.25	-0.00122	0.22278492048777
-0.25	-0.0012	0.222908047579349
-0.25	-0.00118	0.222600358914439
-0.25	-0.00116	0.224446490903896
-0.25	-0.00114	0.224138802238987
-0.25	-0.00112	0.222538666304613
-0.25	-0.0011	0.22358485939092
-0.25	-0.00108	0.226969692832999
-0.25	-0.00106	0.228877517432283
-0.25	-0.00104	0.225461966749328
-0.25	-0.00102	0.220200025948841
-0.25	-0.001	0.219984747134634
-0.25	-0.00098	0.220753968796908
-0.25	-0.00096	0.217738516629565
-0.25	-0.00094	0.215523003365372
-0.25	-0.00092	0.21838461120026
-0.25	-0.0009	0.220353870281296
-0.25	-0.00088	0.21921552547236
-0.25	-0.00086	0.215984536362736
-0.25	-0.00084	0.21367661324784
-0.25	-0.00082	0.214230556095907
-0.25	-0.0008	0.217399852595705
-0.25	-0.00078	0.221123350071644
-0.25	-0.00076	0.222077133307249
-0.25	-0.00074	0.219954029893758
-0.25	-0.00072	0.218507738291839
-0.25	-0.0007	0.218723017106046
-0.25	-0.00068	0.218477021050963
-0.25	-0.00066	0.220569407223577
-0.25	-0.00064	0.224169519479863
-0.25	-0.00062	0.225338839657749
-0.25	-0.0006	0.22441577366302
-0.25	-0.00058	0.223369580576713
-0.25	-0.00056	0.223431015058465
-0.25	-0.00054	0.224662027846178
-0.25	-0.00052	0.225000433751963
-0.25	-0.0005	0.224323363812318
-0.25	-0.00048	0.225892782505816
-0.25	-0.00046	0.228508394285621
-0.25	-0.00044	0.227431483958438
-0.25	-0.00042	0.226292881021428
-0.25	-0.0004	0.227369791348611
-0.25	-0.00038	0.22961602185368
-0.25	-0.00036	0.230539345976483
-0.25	-0.00034	0.229185464225267
-0.25	-0.00032	0.226323598262304
-0.25	-0.0003	0.222107850548125
-0.25	-0.00028	0.217861385593069
-0.25	-0.00026	0.216292225027646
-0.25	-0.00024	0.218415328441136
-0.25	-0.00022	0.219276959954112
-0.25	-0.0002	0.217646106778862
-0.25	-0.00018	0.218661582624293
-0.25	-0.00016	0.221584883069008
-0.25	-0.00014	0.22358485939092
-0.25	-0.00012	0.223954240665656
-0.25	-9.99999999999998e-05	0.223954240665656
-0.25	-7.99999999999998e-05	0.226139036688973
-0.25	-5.99999999999999e-05	0.229277615947895
-0.25	-3.99999999999997e-05	0.229923968646664
-0.25	-2.00000000000001e-05	0.227769889864223
-0.25	0.0	0.223123326393556
-0.25	2.00000000000001e-05	0.218507738291839
-0.25	4.00000000000001e-05	0.217707541260614
-0.25	6.00000000000002e-05	0.219800185561303
-0.25	8.00000000000002e-05	0.223185019003382
-0.25	0.0001	0.227769889864223
-0.25	0.00012	0.231277850397881
-0.25	0.00014	0.23238547796594
-0.25	0.00016	0.230385501644029
-0.25	0.00018	0.228231422861588
-0.25	0.0002	0.229493152890176
-0.25	0.00022	0.230016120369293
-0.25	0.00024	0.228446701675794
-0.25	0.00026	0.227431483958438
