magnet_bpar	lockin_1_ResX	lockin_2_ResX	lockin_3_ResX	lockin_4_ResX	lockin_5_ResX
-0.09125	10769.348592	5775.7247239	-0.30171975141	29.117931263	16.893810243
-0.09	10769.96699	5775.9966701	-0.22350652671	29.116994119	16.736169346
-0.08875	10769.744962	5775.5049318	-0.22049937343	30.175448046	16.312787193
-0.0875	10770.320147	5775.4267007	0.32749326238	26.449753204	15.040906146
-0.08625	10769.970715	5775.7135481	-0.61071164055	25.379704311	16.69862977
-0.085	10770.622641	5775.7731527	-0.13402802779	30.104481266	18.035159155
-0.08375	10770.384222	5775.3294706	-0.20307843442	28.064113576	17.386123363
-0.0825	10770.428181	5775.4516602	-0.33891724343	28.741706046	15.886990877
-0.08125	10770.148039	5775.2110064	-0.29064249247	29.023192474	16.855419381
-0.08	10769.692808	5775.5060494	-0.39065062083	26.815827005	18.020239077
-0.07875	10770.155489	5775.5876333	-0.27697637961	28.149635182	16.782346938
-0.0775	10770.454258	5776.2511075	-0.37434670048	26.954730856	16.708085604
-0.07625	10768.697411	5775.9147137	-0.36940641621	31.381839653	17.47435017
-0.075	10770.012438	5776.3714343	-0.66100524236	28.633431066	16.892142594
-0.07375	10770.703852	5775.3413916	-0.34807308111	29.439345235	17.08031341
-0.0725	10770.636052	5776.303634	-0.34168187995	29.480012017	15.927488857
-0.07125	10770.895332	5775.6662369	-0.17619263417	26.579081896	16.962221707
-0.07	10770.670325	5775.7306844	-0.48832466746	29.698491562	18.668190751
-0.06875	10771.115869	5775.8834213	-0.28141262192	28.399421717	16.838934971
-0.0675	10770.281404	5775.5243033	-0.46280983952	28.002398903	16.607843281
-0.06625	10769.823939	5775.1882821	-0.1260903673	28.962700162	14.938833192
-0.065	10770.966858	5775.6971568	-0.72556631494	28.334214585	16.340820002
-0.06375	10770.751536	5775.5496353	-0.014612730581	30.647258973	17.705399659
-0.0625	10771.38111	5775.6181806	-0.021401514516	28.720212867	16.27849706
-0.06125	10769.867152	5776.7357677	-0.42522010517	29.611226637	17.65134657
-0.06	10770.521313	5776.0763913	-0.23183756639	29.832383734	16.72055223
-0.05875	10770.731419	5775.5954564	-0.16050115619	29.262711178	16.770869843
-0.0575	10770.084709	5776.2213051	-0.2805635404	29.811420245	18.544431077
-0.05625	10769.869387	5775.4397392	-0.59698318182	27.956912527	18.309346342
-0.055	10769.957304	5775.7329196	-0.0042638742315	27.773753391	17.091041082
-0.05375	10770.110041	5776.1974633	-0.21141870548	29.532832559	16.122504894
-0.0525	10770.776123	5776.2213051	-0.22773240289	29.343998176	18.273512251
-0.05125	10770.814866	5775.7306844	-0.57159327298	28.645293787	18.053912208
-0.05	10770.503432	5776.045844	-0.15623671743	27.991234674	15.508770593
-0.04875	10770.322382	5775.6524533	-0.3142221658	27.514260728	17.539590772
-0.0475	10771.019757	5775.328353	-0.34899953789	30.354509363	18.015397654
-0.04625	10770.794004	5775.6401598	-0.14799954897	26.815137244	18.056797853
-0.045	10770.328343	5775.9977877	-0.2205384817	28.879311867	18.034098321
-0.04375	10771.209002	5775.9560645	-0.25066528906	28.905493673	16.372115351
-0.0425	10771.458596	5775.2531022	-0.3343035587	28.418397414	16.399701417
-0.04125	10771.020502	5775.7910341	0.020823721059	29.569523758	16.008071543
-0.04	10769.566149	5776.0596275	-0.057842953538	28.787043993	17.90108945
-0.03875	10771.157593	5776.1467993	-0.20827772005	28.280497645	19.479038019
-0.0375	10770.037025	5775.4289359	-0.5020637218	27.123533073	17.715725699
-0.03625	10770.080239	5775.9251446	-0.2367085699	29.650403303	16.488814435
-0.035	10770.630836	5775.8964598	-0.43312843445	29.810538399	17.844034301
-0.03375	10770.493001	5776.73316	-0.57855504565	26.513563353	14.780205674
-0.0325	10769.798607	5776.0514319	-0.52346381381	29.615013045	16.481566126
-0.03125	10770.310462	5776.0387659	-0.132210846	27.674605371	17.472963373
-0.03	10771.150887	5775.6956667	-0.29580014598	28.496919549	16.561937809
-0.02875	10770.966113	5775.9743184	-0.33549908949	29.915713822	17.129811749
-0.0275	10770.912468	5776.1963457	-0.41188841351	30.219199834	18.022062432
-0.02625	10771.520436	5776.8464088	-0.44025468924	25.101436768	16.079733905
-0.025	10771.971196	5776.5215635	-0.24999194466	27.797438088	17.452990869
-0.02375	10771.363974	5776.4142752	-0.20884881451	27.909912751	15.050245565
-0.0225	10771.609843	5776.0816067	0.0074543059725	25.984231615	16.431843687
-0.02125	10770.893097	5776.2097567	-0.34218478504	27.33025467	19.652221818
-0.02	10771.089792	5775.879696	-0.57792640291	30.122508178	17.781544011
-0.01875	10770.376772	5775.3991336	-0.38600646803	28.393883258	15.487344353
-0.0175	10771.139711	5775.533244	-0.32602083593	28.836593265	17.824719544
-0.01625	10770.901293	5775.5053043	0.11252426475	26.783853536	16.901850177
-0.015	10770.403594	5775.693804	-0.51032939155	30.948672793	16.406552459
-0.01375	10771.200806	5775.6699622	-0.1160413035	28.860918246	18.077870482
-0.0125	10770.505667	5775.8230716	-0.37770196286	28.823694447	18.187442038
-0.01125	10770.745575	5776.0059834	-0.037205595049	30.102601158	16.820788733
-0.01	10770.463943	5775.3629982	-0.2455324875	27.37561299	16.209713067
-0.00875000000000001	10770.783573	5775.8327574	-0.51974284361	28.111453867	16.877987946
-0.00750000000000001	10770.74036	5775.4915208	-0.3690677886	28.014459531	17.067871522
-0.00625000000000001	10770.384222	5775.4009962	-0.48818578762	29.280321905	19.194741617
-0.005	10769.643635	5775.3749192	0.20597799448	28.451692197	14.956550149
-0.00375	10769.134015	5775.3872126	-0.15078234128	29.501170502	17.831970763
-0.0025	10768.394917	5775.3831148	-0.44673029151	29.311105027	16.119687643
-0.00125	10769.321024	5775.8189738	-0.19024546418	29.422598891	19.047191017
0.0	10769.834369	5776.2544602	-0.1318305749	28.508267133	15.18115896
0.00125000000000003	10769.797862	5775.9344578	-0.043622497969	26.951357722	14.995665697
0.0025	10768.382996	5775.3164321	-0.35449361349	28.22507231	16.263655561
0.00375000000000003	10769.193619	5775.5328715	-0.15341536255	30.020737904	15.757663641
0.005	10768.182576	5775.3603905	-0.38395237425	30.349101871	18.581468612
0.00624999999999998	10768.975317	5775.6792754	-0.23336112918	30.644619255	13.737872359
0.00750000000000001	10768.512636	5774.9677449	-0.45352217057	27.267058613	18.766459834
0.00874999999999998	10769.057274	5776.1799544	-0.098235352652	29.968170566	17.286217189
0.01	10767.092556	5775.219202	-0.46813429435	29.744883068	16.476518067
0.01125	10767.631978	5775.2370834	-0.14507594415	31.179314828	15.891624207
0.0125	10767.346621	5775.5749673	-0.35654409203	27.5294733	15.47687134
0.01375	10768.701136	5774.9181986	-0.14237640471	28.956195456	14.825920516
0.015	10769.00512	5775.2102613	0.050165414223	29.820401687	17.462485994
0.01625	10769.65481	5774.6648788	-0.4017527317	29.235219699	16.494616284
0.0175	10767.947882	5775.0094682	-0.46627524171	30.01926234	14.72664153
0.01875	10768.093914	5774.8358697	-0.41543171392	29.223939055	14.952830679
0.02	10768.81066	5775.7038623	-0.24106550427	29.522465775	15.408510808
0.02125	10768.123716	5775.2478868	-0.38524317461	30.284616514	16.859454627
0.0225	10767.417401	5775.5179703	-0.21664034193	29.279731098	17.622715677
0.02375	10767.97843	5775.7098228	-0.59982016865	27.834027424	17.082590784
0.025	10767.634213	5775.7258415	-0.51128240557	28.28965371	18.356966029
0.02625	10767.316818	5775.9016752	-0.68455201472	27.618231252	16.651097394
0.0275	10767.155141	5775.0739157	-0.49716027206	29.630103381	16.128389689
0.02875	10766.94876	5775.3648609	-0.71276467679	31.946858508	17.740513431
0.03	10766.772181	5774.7878134	-0.31631684578	27.694663731	16.917841276
0.03125	10767.223686	5775.1696557	-0.15636663875	25.791648659	16.400049208
0.0325	10768.111795	5775.1502842	-0.48217539188	29.358352185	17.127700266
0.03375	10767.491162	5775.4404843	-0.25093181648	28.211378958	15.072608949
0.035	10768.643767	5775.7403702	-0.21689572804	29.862963129	17.375046446
0.03625	10768.800974	5775.5358517	0.27169855912	27.604287607	17.65468769
0.0375	10768.703371	5775.1815766	0.018035341043	26.552396594	14.460763487
0.03875	10767.72809	5775.8402079	-0.27725857308	30.416672234	23.073099146
0.04	10768.568516	5775.7206261	-0.47890816859	27.330563171	15.55265917
0.04125	10768.56181	5775.622651	0.049749110076	29.434970929	15.593001444
0.0425	10767.966509	5775.6483555	-0.26143352443	28.288489557	20.207576745
0.04375	10768.108815	5775.3767818	-0.25529209324	30.974877882	16.591107124
0.045	10767.736286	5774.4633406	-0.79297979028	28.038630262	17.316009325
0.04625	10767.538846	5775.359273	-0.40481436372	27.785915881	15.298443031
0.0475	10767.383873	5775.9255171	-0.39764477151	27.748249704	13.19853618
0.04875	10767.841339	5775.302276	-0.45729511839	27.397839585	20.053770277
0.05	10768.363625	5775.0143111	-0.45792794481	30.02511221	18.011510838
0.05125	10767.92106	5775.5000889	-0.17291949916	26.479977532	17.159325944
0.0525	10767.441988	5775.3950357	-0.38433736336	26.35003475	17.25594193
0.05375	10769.820213	5775.7198811	-0.34029662856	29.404865927	19.261494162
0.055	10768.860579	5776.0156691	-0.030453688282	28.724755975	15.209247067
0.05625	10769.760609	5776.2738317	-0.50835601542	29.790346161	20.821565704
0.0575	10768.585652	5775.6632566	-0.18420740844	29.942992842	18.676537729
0.05875	10768.374056	5776.0354131	-0.089652559154	27.10079134	17.500367539
0.06	10768.04623	5775.5310088	-0.40990271373	29.27108435	10.367608775
0.06125	10768.728703	5776.1974633	-0.15459554561	26.746006915	12.722960673
0.0625	10768.49699	5775.9206742	-0.28884819585	29.683182947	32.720621675
0.06375	10768.530518	5774.9856263	-0.52436516853	31.352764927	17.930289323
0.065	10768.001527	5775.571987	-0.38893372221	28.723536525	16.216514632
0.06625	10767.741501	5775.2341032	-0.15929472283	26.677243295	11.888390145
0.0675	10767.634958	5775.4378766	-0.20345728444	28.4745096	19.429485837
0.06875	10766.992718	5775.7414877	-0.18996689732	27.148579829	16.46978053
0.07	10768.514872	5774.8742402	-0.52527207117	26.954195346	15.243441158
0.07125	10767.920315	5775.6870985	-0.59821222749	29.273875407	18.940107839
0.0725	10768.317431	5774.467811	-0.10925000424	30.306272674	19.58944631
0.07375	10767.008364	5774.9986649	-0.08443315096	31.372078229	31.401784508
0.075	10768.129677	5775.4851878	-0.39406063479	30.041456921	17.64621702
0.07625	10767.232627	5775.6192982	-0.52902855714	28.053295682	12.825334852
0.0775	10767.262429	5775.2665132	-0.11763079328	28.104236117	23.179451819
0.07875	10766.877234	5774.6719569	-0.37451713979	28.877373552	23.766377126
0.08	10767.370462	5775.0582695	-0.34349206999	27.542174212	19.207586593
0.08125	10767.369717	5775.0035077	-0.4265363259	26.705054916	19.958955818
0.0825	10768.010467	5775.3063738	-0.033084492657	29.397633625	23.677498393
0.08375	10768.734664	5775.1208544	-0.067351942334	28.745172312	14.954195649
0.085	10768.643767	5775.5615562	-0.44753078328	28.488517273	16.949800192
0.08625	10768.356174	5774.7371495	-0.31379554457	26.487596915	17.869149451
0.0875	10768.147558	5775.2657682	-2.6055055059	33.301464282	15.124148922
0.08875	10767.828673	5775.410682	-0.23234049422	29.604215524	21.789786115
0.09	10768.788308	5775.6599039	-0.33940757476	27.371232864	17.514328647
0.09125	10768.245906	5775.3931731	0.12027081766	25.505330996	19.062319188
0.0925	10767.308623	5775.180459	-0.40189884203	27.208452229	16.023365606
0.09375	10768.325627	5774.9491185	-0.15756749008	25.665154681	23.95985648
0.095	10767.383873	5774.8109102	-0.11830469475	27.480060817	22.019843163
0.09625	10767.880827	5775.5757123	-0.23794127628	28.604170075	10.758310236
0.0975	10768.123716	5775.2251625	-0.34491558836	29.584005824	6.5674335929
0.09875	10767.187923	5774.8872787	0.11498602817	31.060658512	15.814062499
0.1	10767.938197	5775.2054185	-0.27893745482	27.10519766	15.117047587
0.10125	10768.153518	5775.6062597	-0.64712121457	29.661040753	14.953550999
0.1025	10767.982155	5775.3648609	-0.44196349336	29.208388878	5.9549114667
0.10375	10768.508166	5774.987489	-0.44919597713	31.020917231	14.732703858
0.105	10768.585652	5774.7669518	-0.71297113209	30.273851007	20.482718537
0.10625	10768.306255	5775.3421366	-0.066631935169	29.779368197	20.834352472
0.1075	10768.075287	5775.282532	0.051202533768	28.806886985	13.821650646
0.10875	10768.176615	5775.1338929	-0.54292659115	26.568688918	17.543023569
0.11	10767.964274	5775.1316577	-0.22606607217	29.701125459	17.597613623
0.11125	10768.442601	5775.468424	-0.567547022	26.380430791	16.589721781
0.1125	10768.025368	5775.410682	-0.12018866755	29.94328388	13.841659529
0.11375	10768.431425	5774.7941464	-0.5268806035	31.290660263	9.5659852377
0.115	10768.150538	5775.1625776	-0.13110163763	28.424375341	15.908769274
0.11625	10768.3599	5775.1055807	-0.057773104345	29.340625042	15.109700325
0.1175	10766.693205	5774.9982923	-0.33434880606	29.792913119	20.693040278
0.11875	10768.470913	5774.6376842	-0.39152068894	29.961083783	13.194397616
0.12	10766.865313	5775.3354311	-0.38373555071	29.728573281	10.56538822
0.12125	10767.558962	5775.0534266	-0.33290182273	27.909036726	14.230622037
0.1225	10767.515004	5775.4196227	-0.52039522416	27.98109781	7.5604089943
0.12375	10767.412186	5775.3819972	0.0020116567967	28.831808595	14.850510343
0.125	10768.284649	5774.4242251	-0.036178809637	29.082328547	9.1853449703
0.12625	10768.274218	5774.8127729	-0.11617624978	26.334641734	18.96598551
0.1275	10767.318308	5774.6943086	-0.23141317342	27.874603984	12.060800509
0.12875	10767.281055	5774.3884623	-0.46381287575	30.311601586	20.406646945
0.13	10767.885298	5774.3873447	-0.50699454732	30.589301605	19.528168195
0.13125	10766.732693	5774.1045952	-0.067223419364	24.760395172	16.840212629
0.1325	10767.366737	5774.9290019	-0.40169043132	27.764390688	14.642898168
0.13375	10768.257827	5774.7341692	-0.26464965686	28.819104773	17.664625193
0.135	10767.950863	5774.5184749	0.031074787898	27.723648236	13.890780974
0.13625	10768.500715	5774.4491845	-0.23367042559	25.293027284	12.715462071
0.1375	10767.725855	5774.2383331	-0.54286233535	28.586131521	13.734391541
0.13875	10767.307132	5774.2822915	-0.28209462926	28.820065199	20.386098186
0.14	10769.084841	5773.6765593	0.12361100517	30.123579199	13.888959074
0.14125	10768.420994	5774.3739337	-0.23856350708	27.906501782	14.735347941
0.1425	10768.624395	5773.1218636	-0.4666147106	28.793187812	9.0354238637
0.14375	10767.767578	5773.7614959	0.0063403511774	27.284675161	16.926282842
0.145	10767.4025	5772.7929205	-0.31751571896	28.068458778	18.993395497
0.14625	10767.098516	5773.5957205	-0.41811476876	27.051754296	23.822164803
0.1475	10767.767578	5773.62068	-0.20416277948	27.285827673	13.210660836
0.14875	10768.099874	5773.8192379	-0.096207770639	27.278202469	15.797321976
0.15	10767.658055	5773.4336704	-0.25081644708	27.905090246	18.311025633
0.15125	10770.409554	5773.8702744	-0.27025464533	25.80594155	18.49445689
0.1525	10770.811141	5774.0479708	-0.25928384275	25.459477911	15.23453102
0.15375	10772.090405	5773.1647044	-0.14221492393	29.760523466	21.351804025
0.155	10775.925219	5773.3442634	-0.038948468273	27.685967507	16.917823814
0.15625	10961.568356	5773.5711336	-0.6103548003	27.736608172	14.450919116
0.1575	11027.532071	5773.2254267	-0.1067429821	28.043767088	12.554362183
0.15875	11283.227056	5773.2887566	-0.69975117185	27.997710276	16.053803847
0.16	11323.63081	5772.9393244	-0.077830441114	28.015108546	17.095531803
0.16125	11493.816227	5773.8821954	-0.21496564386	29.903982067	19.18165508
0.1625	11708.48608	5773.0574161	-0.97322536021	28.471407131	21.105942142
0.16375	12131.38476	5773.3695954	-0.1196997232	29.221535078	18.395281222
0.165	12417.747825	5773.3874768	-0.33253609217	27.404964203	19.140084623
0.16625	12538.717687	5773.3546942	-0.45875694923	26.604221785	17.891914467
0.1675	12795.372307	5772.6681232	-0.20717830012	27.408835012	10.050423589
0.16875	12971.830368	5773.4351605	-0.042958373569	28.374185786	23.014411272
0.17	13102.988899	5773.3546942	-0.17042169702	28.053854476	12.596667511
0.17125	13133.966923	5773.0294764	-0.137963616	27.073296951	11.673247354
0.1725	13178.449869	5773.1490582	-0.30957469335	30.072694062	18.99125491
0.17375	13257.043064	5773.2660323	-0.09154184113	27.592902188	14.540748089
0.175	13281.421363	5787.4601334	-0.39122364797	27.961732121	17.214176478
0.17625	13297.194242	5799.8508215	-0.34136894556	28.2335066	10.825345089
0.1775	13297.15997	5800.3373444	-0.26618577067	28.458275483	17.715225113
0.17875	13314.661384	5814.3418282	0.15031517933	28.923738864	16.384301125
0.18	13324.129581	5882.3555708	0.16764141719	29.845227255	12.091731332
0.18125	13332.58599	5927.908048	3.3342228562	27.869918267	22.490935226
0.1825	13366.471231	6037.6759619	28.676228249	29.507363797	14.724249195
0.18375	13376.067579	6192.5828457	58.76889918	33.759203507	6.0579768615
0.185	13394.160569	6328.7563622	99.473411683	38.627150934	10.119993385
0.18625	13409.183919	6476.8187702	136.64718717	58.504624758	24.297334312
0.1875	13428.95031	6581.1358392	196.59015816	96.920802025	18.543199985
0.18875	13470.554352	6687.733531	227.43626032	123.21538525	24.886699975
0.19	13482.354581	6779.5433104	256.58081286	136.21854596	32.113061752
0.19125	13495.9355	6815.5281246	276.49819385	152.84704277	74.804452015
0.1925	13497.99037	6869.6193397	289.06012885	155.49997333	49.243256217
0.19375	13502.132893	6902.3355842	291.65023006	162.25136351	61.385595473
0.195	13537.864387	6916.33448	292.52355453	169.6283347	61.277137138
0.19625	13540.612161	6918.3044136	292.95450076	168.87676902	61.192718567
0.1975	13547.317684	6924.1240621	293.4332937	172.34662082	64.27206099
0.19875	13547.669351	6927.4045527	295.00969686	172.19234724	58.311061002
0.2	13547.91373	6929.7753274	294.94881164	170.18105136	67.054864485
0.20125	13547.901809	6933.1899285	294.86874118	172.47851938	64.984872006
0.2025	13548.693061	6934.3462586	295.04182748	169.10143895	80.773612717
0.20375	13548.603654	6937.5760853	294.83858962	169.49099954	62.428734964
0.205	13548.780978	6939.5825267	294.96029019	170.71285984	59.165112907
