magnet_bpar	lockin_1_ResX	lockin_2_ResX	lockin_3_ResX	lockin_4_ResX	lockin_5_ResX
0.20625	13549.853861	6939.7486746	294.83730905	173.12070122	65.279955743
0.2075	13550.104201	6940.7783449	294.85241976	172.79910389	71.158423088
0.20875	13549.588621	6941.1635399	295.31950131	172.44623741	75.289508095
0.21	13550.467789	6941.9287145	295.3291405	171.50808126	65.543322125
0.21125	13549.910486	6943.5365498	295.31505425	172.50202363	66.156702815
0.2125	13550.174236	6944.0379739	295.19933742	170.92709895	66.676893039
0.21375	13551.305234	6947.8079677	295.0994065	172.81025648	68.238243693
0.215	13551.688194	6948.0441511	295.04790436	174.11756562	65.27415826
0.21625	13549.901545	6949.1542876	295.39926909	173.65962267	60.599949211
0.2175	13551.327586	6951.6576827	295.37645169	175.16624648	77.356910333
0.21875	13550.400734	6957.9131901	294.90999877	173.2956036	72.134146467
0.22	13551.7627	6958.2007825	295.34464702	172.32964747	67.659921478
0.22125	13551.63157	6962.2769952	295.40087562	170.3074784	67.280390067
0.2225	13551.212847	6962.7992809	295.15346978	173.68566478	63.925015274
0.22375	13550.855219	6970.0956345	295.48401944	175.96466932	70.086360211
0.225	13552.908599	6972.5580513	295.47205195	174.2839464	67.624408985
0.22625	13552.722335	6972.9425013	295.12378387	173.01243497	66.170230275
0.2275	13554.742932	6973.2315838	295.44993304	175.39741239	71.489351103
0.22875	13553.735614	6981.9547236	295.13898771	173.72348811	72.932319017
0.23	13553.373516	6985.6017828	295.02175748	173.62522194	72.084361454
0.23125	13553.449512	6989.7286594	294.8746318	172.31288366	65.266079037
0.2325	13553.276658	6990.2963936	295.21519318	175.12128688	65.847253427
0.23375	13553.714752	6993.3824241	295.29493768	173.80007776	68.597355857
0.235	13554.154336	7003.1225681	295.06280553	171.18854448	67.654909799
0.23625	13554.236293	7006.6228509	295.4455791	175.40124245	65.876473673
0.2375	13553.69091	7008.5704327	295.12420297	174.20020886	72.152627399
0.23875	13553.664088	7012.0930672	295.76623347	173.30688424	69.371791324
0.24	13554.610312	7012.6391947	295.42169068	174.54125918	166.83252761
0.24125	13554.772735	7013.8417184	295.57147063	175.21467526	70.198171306
0.2425	13554.83532	7013.5951042	295.89238111	174.90339233	38.989810855
0.24375	13555.732369	7016.0143077	295.61819974	175.93958182	82.45674544
0.245	13555.48352	7015.6805217	295.38478702	173.99394419	68.468996324
0.24625	13555.686176	7017.5208151	295.84032018	172.823912	79.904135782
0.2475	13555.22722	7019.0243423	295.48418242	175.97915139	65.372069366
0.24875	13554.981351	7018.1660354	295.69284525	174.19718206	81.286841305
0.25	13554.494083	7019.7366178	295.29081658	173.01798798	63.448137371
