magnet_bpar	lockin_1_ResX	lockin_2_ResX	lockin_3_ResX	lockin_4_ResX	lockin_5_ResX
0.15625	13540.147245	6828.4206092	292.39060823	166.95369268	60.788099654
0.155	13539.43795	6825.7175386	291.70128983	165.73158791	55.95422117
0.15375	13537.150621	6726.102531	291.04161076	154.63494929	51.448040176
0.1525	13535.016775	6704.3721676	294.21579093	148.21001096	47.189049656
0.15125	13531.635702	6687.3766482	289.5189682	127.29190057	31.473409035
0.15	13525.168598	6559.5775843	288.76664583	116.68974767	21.750158339
0.14875	13511.98554	6544.2927182	252.57405359	105.95433414	17.094316718
0.1475	13436.339796	6537.1498466	189.42969618	100.61576031	16.971254081
0.14625	13427.692652	6418.4263349	183.81954869	28.492082492	18.266047118
0.145	13307.537138	6390.3219998	9.8639604403	30.942459125	17.181564181
0.14375	13273.103535	6391.2205398	0.84524763224	30.068639899	16.491538554
0.1425	13230.936229	6028.9122164	-0.27030130241	30.827854061	17.254370323
0.14125	13230.213523	5878.6869049	-0.5301897545	30.111378874	15.817032545
0.14	13228.073716	5773.4388858	-0.56941985349	26.764217182	15.703105601
0.13875	13228.493929	5773.8501579	-0.70337523539	28.31525635	16.70372294
0.1375	13218.908012	5774.0550488	-0.33365004128	27.272783336	16.284306184
0.13625	13156.031072	5773.23623	-0.52113341553	27.676773607	17.035006022
0.135	13153.374195	5773.5424489	-0.27610128654	30.252247234	17.197417037
0.13375	13130.675256	5774.4599879	-0.40166974031	26.135821827	16.613988555
0.1325	13105.213642	5773.928389	-0.061188734435	29.304903001	16.639204114
0.13125	13102.340698	5774.012208	-0.64689738792	28.614126495	16.887526726
0.13	12992.660701	5773.5603303	-0.55417735894	26.667915517	17.047200527
0.12875	12985.628843	5774.1373777	-0.23944553504	31.013280386	16.888913524
0.1275	12772.732973	5773.1628418	-0.47474568419	27.99667418	17.098464014
0.12625	12736.694515	5773.3632624	-0.33554965739	29.178278055	17.226410273
0.125	12644.033134	5773.4865695	-0.33545243241	30.467883334	16.612024046
0.12375	12562.693655	5773.5383511	-0.28755489438	30.400051037	16.934564337
0.1225	11587.522179	5773.8047093	-0.051802118151	30.114554102	17.14406244
0.12125	11588.394642	5774.1682976	-0.40657791942	29.934116174	16.847005463
0.12	11257.161945	5773.9313692	-0.315904731	28.420376475	16.435440921
0.11875	10769.464076	5773.6642659	-0.37945237636	27.772234171	16.859889729
0.1175	10769.319534	5773.4843343	-0.45188630793	31.629385194	17.006884445
0.11625	10769.108683	5773.627758	-0.34738407066	28.106840909	15.972777328
0.115	10768.864304	5773.986131	-0.35239895624	29.379292391	16.302529548
0.11375	10769.277066	5774.6578008	-0.31636513995	29.708823422	16.733002849
0.1125	10769.533366	5774.3992656	0.13179145526	28.883645427	16.172847245
0.11125	10770.343989	5774.2293924	-0.13080295957	27.977972059	15.886346227
0.11	10769.200325	5773.9853859	-0.64205573835	27.429126203	17.568566545
0.10875	10769.566149	5774.0431279	-0.10235952459	29.550329782	17.036734789
0.1075	10770.019144	5774.5851576	-0.19577416879	27.150040842	17.055172066
0.10625	10769.957304	5774.6794075	-0.29236609862	28.994341847	16.882155614
0.105	10769.549757	5773.915723	-0.52842005971	28.568232665	16.623917327
0.10375	10768.977553	5774.1619647	-0.21770372314	26.569596957	16.606418649
0.1025	10769.509524	5774.7352868	-0.21970756734	24.315160408	16.783774481
0.10125	10769.456625	5773.717165	-0.055885499251	29.14746874	16.650935868
0.1	10768.671334	5774.5993137	-0.27031387617	26.825908571	16.380455054
0.09875	10769.047588	5774.1045952	-0.19450067157	29.374216683	16.076074098
0.0975	10769.505799	5774.3348181	-0.22866111067	30.742099625	16.902576317
0.09625	10768.850148	5774.4491845	0.0078571964934	29.850302963	17.347281391
0.095	10768.669099	5774.1940022	-0.024806243459	31.001432217	17.16692932
0.09375	10769.253969	5773.9492506	0.10426780364	26.820690255	16.610739112
0.0925	10769.017041	5775.7701725	-0.6196025879	29.225531034	17.238766304
0.09125	10769.20405	5775.5049318	-0.20898739876	28.704133001	15.989787062
0.09	10769.77402	5775.0161737	0.024553946787	31.313550426	16.306317411
0.08875	10769.178718	5775.4140347	-0.42044912334	28.933314024	17.075700453
0.0875	10768.683255	5775.7455856	-0.065152255502	30.375219649	16.748973576
0.08625	10768.280178	5775.5511254	-0.34608067381	28.254539939	16.926154785
0.085	10768.749565	5775.2586901	-0.47764779083	30.403974233	16.203332052
0.08375	10768.204182	5775.1562446	-0.20215279619	28.886439395	17.474264314
0.0825	10769.368708	5775.5596936	-0.19713957045	26.12019598	17.279796884
0.08125	10768.387467	5775.969848	0.24949376893	29.037366039	17.217548157
0.08	10768.842697	5775.7373899	-0.25409572117	29.118265957	17.684987688
0.07875	10768.993944	5775.1763612	-0.36619360344	28.725632001	17.666340864
0.0775	10769.64885	5775.5213231	-0.36444851048	27.70604915	16.445611254
0.07625	10769.744962	5776.2056589	-0.34679483178	28.158072382	17.340178601
0.075	10769.673437	5775.3648609	-0.11396984974	27.758831857	17.356117314
0.07375	10769.498348	5775.7653296	-0.1185251449	27.408997994	16.573950415
0.0725	10769.472271	5774.5397091	-0.39712422222	28.945074882	16.44132135
0.07125	10768.271983	5775.250867	-0.084857833826	28.76194485	17.486425349
0.07	10768.368095	5775.0858366	-0.45093047447	26.431051083	16.724261513
0.06875	10770.064592	5775.3968984	-0.42963206397	27.486626641	16.104192764
0.0675	10770.209134	5775.5865157	-0.24812361517	29.329583049	16.789637448
0.06625	10769.798607	5776.2037963	-0.10603946521	30.213297578	16.68765035
0.065	10769.539326	5775.4840702	-0.62715998865	23.939927632	16.129821597
0.06375	10769.661516	5775.7683098	-0.19090650767	27.743549435	17.386468244
0.0625	10770.332813	5775.7664472	-0.14110040638	27.706511901	16.646423319
0.06125	10770.80965	5775.5868882	-0.36362735045	26.807087124	17.29462092
0.06	10771.001875	5775.1882821	-0.1871424729	28.412879328	16.665065777
0.05875	10769.940913	5775.3648609	-0.60530051087	28.274508077	17.005963309
0.0575	10770.296305	5775.9266347	0.083572882659	26.996256202	16.987188428
0.05625	10770.558566	5776.0477066	-0.15358413066	28.986102552	17.038936494
0.055	10770.186037	5775.9553194	-0.2764108558	25.461264886	17.228434444
0.05375	10770.769417	5775.5239308	-0.13641547412	28.950424166	16.837922158
0.0525	10770.406574	5775.6721973	-0.10857526149	30.027655885	17.23090827
0.05125	10770.54292	5775.3361762	-0.050265992968	29.425500543	16.953983868
0.05	10769.888014	5775.6341994	-0.21597120394	29.720162274	16.629006132
0.04875	10770.523548	5775.0243694	0.12308098576	28.493860736	16.85070747
0.0475	10770.356655	5775.3104717	-0.15874011297	30.514359241	17.196164117
0.04625	10770.094395	5775.8759707	-0.28762306101	27.821821277	17.508518067
0.045	10770.09812	5775.7247239	-0.43963163989	28.086372185	16.870637774
0.04375	10770.756006	5776.135996	-0.23696061362	28.944760561	17.04813476
0.0425	10771.280527	5776.3040066	-0.43825230023	30.83961783	16.974672326
0.04125	10772.033781	5776.367709	-0.37832392081	28.034351999	17.521619156
0.04	10770.9907	5776.2373239	-0.12232493418	28.697500238	16.807990323
0.03875	10771.449655	5776.4943689	-0.15516411622	29.00158288	17.619303253
0.0375	10770.839453	5775.5857706	-0.3421450856	30.671732384	17.440904048
0.03625	10770.42222	5775.7992297	0.0031655655874	27.466204483	16.540485376
0.035	10771.568865	5775.5768299	-0.038837546867	30.139856972	15.567967785
0.03375	10770.881176	5775.809288	-0.06794510341	29.37829413	16.966638213
0.0325	10770.467669	5775.9862393	-0.18401993884	29.924043338	17.304145149
0.03125	10771.880299	5775.5060494	-0.33590365547	28.148776619	17.47955248
0.03	10771.181434	5776.2958109	-0.096289068097	28.402553289	17.579666746
0.02875	10770.561546	5776.1479169	0.18164478206	29.974977951	16.85522293
0.0275	10769.71516	5775.8897543	-0.013655797204	29.388582334	17.137157556
0.02625	10769.577324	5775.4334062	-0.054846987041	30.60111485	16.266624152
0.025	10769.940913	5775.0087231	0.030548685004	29.098879895	15.870376956
0.02375	10769.801587	5775.3842324	-0.1464377192	29.054764309	16.836007126
0.0225	10770.256817	5775.6006718	-0.34820045585	28.977633337	17.000360822
0.02125	10770.589113	5775.5250484	-0.063453524035	30.137848807	16.715368838
0.02	10769.786686	5775.9996504	-0.37439558582	27.747894637	16.587975551
0.01875	10770.212859	5775.4434645	-0.47434054977	25.868669036	17.010676675
0.0175	10769.766569	5775.6122202	-0.13525766462	29.700505547	16.617801157
0.01625	10771.029443	5776.0547847	-0.34910849536	31.228861189	17.152899818
0.015	10769.480467	5776.1650532	-0.15961966255	29.162771534	16.553975001
0.01375	10770.280659	5775.7861912	-0.31107281302	28.599027428	16.600638628
0.0125	10770.628601	5776.116997	-0.33848752992	27.606717777	16.400685126
0.01125	10770.914704	5776.3684541	-0.18885322106	24.889680208	16.003458586
0.01	10770.980269	5775.5041867	0.05561420835	25.091791758	17.737560847
0.00875000000000001	10770.070553	5775.6569237	-0.27885557756	29.494188493	16.018877795
0.00750000000000001	10770.577192	5776.0756463	-0.13179509324	26.976247318	17.177006521
0.00625000000000001	10770.29705	5775.6621391	-0.22400665785	29.985338915	16.387130017
0.005	10769.446194	5774.929747	-0.13367458678	27.813986526	17.777628091
0.00375	10769.536346	5774.4689286	-0.45899164434	27.392318589	16.784583568
0.0025	10769.561678	5775.4624635	-0.24659336759	27.002484421	16.983065871
0.00125	10770.22776	5774.8265564	-0.48938804866	28.606984415	16.609486192
0.0	10770.376772	5775.1160115	-0.14442326801	28.777171974	18.725126574
-0.00125000000000003	10769.519955	5774.2822915	-0.41283556129	25.99566651	17.095578369
-0.0025	10769.238323	5775.3629982	-0.46481986828	30.112604145	16.931138816
-0.00375000000000003	10768.868774	5773.7715542	-0.3620853704	27.946865885	17.690514505
-0.005	10767.823458	5774.1533965	0.11765202999	26.859925129	17.368209956
-0.00624999999999998	10769.154876	5774.159357	-0.11720945849	28.673902852	16.586972924
-0.00750000000000001	10769.452155	5775.7880539	-0.044160336188	28.439797461	17.457072681
-0.00874999999999998	10768.222809	5774.525553	-0.39849246605	28.319191188	16.202218831
-0.01	10768.576711	5774.3221521	-0.33320498005	28.371525696	16.634707572
-0.01125	10768.395662	5775.0891894	0.11300314782	29.86008476	18.176801677
-0.0125	10769.104213	5775.3570378	-0.14540925122	25.4523271	17.031881725
-0.01375	10768.421739	5775.1446962	-0.2549093324	27.928149211	17.206938355
-0.015	10769.055039	5775.9821415	-0.26782499845	28.062038473	16.722675355
-0.01625	10768.293589	5774.7848332	-0.45659917305	29.805870145	16.588845756
-0.0175	10768.894106	5775.9013027	-0.23556863198	32.298016595	16.821316967
-0.01875	10768.431425	5775.1636952	-0.45123251766	26.191014331	17.761914933
-0.02	10767.959803	5775.4404843	-0.21129212655	29.053760227	17.04692113
-0.02125	10767.973959	5775.3752917	0.086374114971	26.083737612	17.120182747
-0.0225	10768.582672	5774.9051601	-0.057669728903	29.704690678	17.470461898
-0.02375	10769.122094	5775.3264904	-0.41614530346	30.466145836	16.425718786
-0.025	10768.528283	5775.3648609	-0.22037393137	28.16482156	17.33979152
-0.02625	10767.934471	5775.2687484	-0.39251222006	30.03066231	17.011303862
-0.0275	10768.04921	5774.6838778	-0.62361755226	29.221901787	16.61087008
-0.02875	10767.755657	5774.4897902	-0.45509937081	26.073801564	17.758905597
-0.03	10768.786818	5775.0441134	-0.19655451524	30.970410444	16.569824948
-0.03125	10767.992586	5775.359273	-0.37811241782	27.839656104	17.814834428
-0.0325	10768.319666	5775.1893997	-0.12094249087	29.607256874	16.933085863
-0.03375	10768.455267	5775.2441615	-0.43260147322	28.669385938	17.334005679
-0.035	10769.101232	5774.6846229	-0.52090622376	27.694078744	16.716423852
-0.03625	10767.749697	5774.9252766	-0.20518955353	28.070405824	16.004499048
-0.0375	10768.961161	5774.9398053	-0.39834799281	29.609742342	16.542116646
-0.03875	10769.052804	5775.417015	0.21233261123	28.853607364	16.708900512
-0.04	10768.474638	5775.0780135	-0.34274803511	29.178810655	16.85955649
-0.04125	10769.58403	5775.2091438	-0.43454692786	27.081614826	16.420526663
-0.0425	10768.210888	5775.3831148	-0.50613371059	29.511089087	16.050612612
-0.04375	10769.881308	5775.2948254	-0.31644058254	28.104815283	16.03304263
-0.045	10770.507157	5775.4185051	-0.30294909266	28.730466147	16.262134886
-0.04625	10770.402104	5774.9707252	-0.052583033039	30.349579174	15.978615556
-0.0475	10770.801455	5774.9968022	-0.19456074369	25.057428866	16.753522505
-0.04875	10769.804567	5775.4326612	-0.4793872904	29.594090302	16.919030168
-0.05	10770.09961	5774.9986649	-0.10866467619	29.775800067	16.783733736
-0.05125	10768.897831	5775.1178741	-0.31851204767	28.317427495	16.852843692
-0.0525	10768.063366	5775.2396911	-0.39158239815	30.636638985	16.322416195
-0.05375	10768.395662	5774.2930949	-0.36681165057	28.821147862	17.528350872
-0.055	10768.790543	5774.711445	0.0078038318918	30.911009526	17.077536904
-0.05625	10769.557953	5774.4521648	-0.43090776671	28.629144072	16.36834786
-0.0575	10769.213736	5774.6451348	-0.49814489103	30.214496655	15.984429047
-0.05875	10770.126432	5775.3145695	-0.29011582683	30.269584386	16.812024114
-0.06	10769.025236	5775.2735913	-0.52196096476	27.59094059	16.658492677
-0.06125	10769.622773	5775.0698179	-0.44514640649	27.377170045	17.200010188
-0.0625	10770.233721	5774.9968022	-0.62289527705	30.61722964	16.322601005
-0.06375	10768.903792	5775.250122	-0.66066972977	29.26599991	16.671177582
-0.065	10769.144446	5774.5754719	-0.36992414607	29.257056303	16.193182091
-0.06625	10769.893229	5774.8287916	-0.30917572076	28.423930053	17.539272085
-0.0675	10769.374669	5775.2072811	-0.29384941627	28.78040832	17.633235257
-0.06875	10769.315064	5775.3033936	-0.1505487603	24.827002198	17.72876567
-0.07	10768.945515	5775.0940323	-0.041007623963	28.559617931	16.752943338
-0.07125	10770.280659	5775.3998786	-0.57909705902	27.129106456	17.660556477
-0.0725	10770.764202	5775.526911	-0.079944078379	29.361821362	17.616157129
-0.07375	10769.443959	5774.7155428	-0.1446523811	29.744085623	17.526259762
-0.075	10769.871622	5775.1297951	0.033508894148	25.752460351	16.701262211
-0.07625	10770.231485	5775.6364346	-0.45809838412	28.469046811	15.892992087
-0.0775	10769.981146	5775.3741741	-0.1079600338	29.156694654	16.923944349
-0.07875	10769.500583	5775.5738497	-0.034397655213	31.979079358	17.25829643
-0.08	10769.569129	5775.3242552	-0.44598655222	28.557999758	17.279361782
-0.08125	10769.71665	5775.2765715	0.14627288465	28.338952689	17.388699052
-0.0825	10768.81066	5774.7866958	0.18873672616	27.059981949	16.805232735
-0.08375	10769.59148	5774.9897242	-0.35767229747	28.958407347	16.870736727
-0.085	10769.422352	5775.6554335	-0.25488866413	28.281260165	17.031775496
-0.08625	10769.655555	5775.4784822	-0.23174454782	29.010308208	17.030020535
-0.0875	10769.627243	5775.4214853	-0.31165536711	28.872216353	16.775926633
-0.08875	10769.660771	5775.2396911	-0.26201719265	27.909441269	16.269742628
-0.09	10769.162327	5774.8693973	-0.81761018009	25.254546199	16.484060325
-0.09125	10768.500715	5774.955079	-0.10491544344	27.531039086	17.13654201
-0.0925	10769.863427	5774.8436928	-0.23725228857	28.900807956	16.673238133
-0.09375	10768.87399	5774.9699801	-0.40599175009	27.122124447	16.280214186
-0.095	10769.486427	5775.2627879	-0.26672892091	28.97529339	17.261091853
-0.09625	10769.541562	5775.5243033	-0.33134585919	29.20969564	16.449613031
-0.0975	10768.085718	5774.3616402	0.029895733178	26.526788133	16.312775551
-0.09875	10769.598931	5775.1294225	-0.12973119965	30.258289189	16.656446678
-0.1	10769.223422	5775.0225067	-0.4232500487	27.783241239	16.100700304
-0.10125	10768.81811	5774.924159	-0.24612199923	28.75252685	16.423800844
-0.1025	10768.742859	5774.6082544	-0.045112241764	24.325920094	17.236180429
-0.10375	10770.081729	5775.4661888	-0.29131304018	28.236035723	16.864173813
-0.105	10769.619793	5774.9744505	-0.22432152491	28.604498948	16.902646166
-0.10625	10769.595206	5774.6689767	-0.12362887674	28.971082065	18.097067368
-0.1075	10769.551247	5775.3253728	-0.48229890126	27.515253169	16.855883587
-0.10875	10769.829899	5774.7688144	-0.088770786988	28.473042767	16.741201398
-0.11	10769.703239	5775.4527777	-0.41976209104	26.027808781	15.924742911
-0.11125	10770.86255	5774.9744505	-0.5331214652	28.022172046	16.96079562
-0.1125	10769.151896	5775.2002031	-0.33841542972	27.808107552	17.083264538
-0.11375	10769.226402	5774.9386877	-0.3429112212	28.551390278	16.439845785
-0.115	10769.816488	5775.1625776	-0.13331864466	25.970520801	16.627825971
-0.11625	10769.851506	5774.9208063	-0.11539142406	29.660097789	17.64146582
-0.1175	10769.855976	5774.9230415	-0.19573951704	29.013393214	16.718859843
-0.11875	10770.10408	5774.718523	-0.58747618823	30.185293872	16.374394181
-0.12	10769.863427	5775.2091438	-0.052647294524	28.612918686	17.026573187
-0.12125	10769.768804	5774.3221521	0.064894373963	27.776445495	17.689709784
-0.1225	10770.126432	5774.4573802	-0.51655742936	28.168444987	15.76157083
-0.12375	10769.283772	5774.5721191	-0.26294169402	28.741697315	16.761594452
-0.125	10769.249499	5774.718523	0.14942587541	28.337322874	16.994794714
-0.12625	10770.016164	5774.9737054	-0.17957027012	31.519366894	17.307723465
-0.1275	10768.844932	5775.0493288	0.029930657774	32.547480077	16.182253603
-0.12875	10768.120736	5774.7561485	-0.1794087666	28.184612165	16.856378352
-0.13	10768.432915	5774.5702565	-0.83338027252	25.92963574	17.406239931
-0.13125	10768.93732	5774.2215693	-0.47520920816	32.160209958	16.544760729
-0.1325	10769.684613	5774.1690427	-0.83028426161	30.728930142	16.57653047
-0.13375	10769.885033	5773.9473879	-0.18488327669	26.924934355	16.964082897
-0.135	10769.630969	5773.7853378	-0.71284989644	30.644243816	16.776520351
-0.13625	10768.885911	5774.8597115	-0.003160536366	29.408736737	16.830356617
-0.1375	10768.745095	5774.2666453	-0.32526841096	25.603288668	16.494274314
-0.13875	10768.833011	5774.1802186	-0.022376609365	28.632907197	17.464860866
-0.14	10769.569874	5774.3825018	-0.37004369915	29.646782787	17.160295101
-0.14125	10769.449919	5773.5372335	-0.10260957879	29.648319469	17.321541964
-0.1425	10769.670457	5773.403123	-0.43240702325	27.890814818	15.605610679
-0.14375	10769.4529	5774.4991034	-0.16977294308	29.340505716	16.662952839
-0.145	10769.571364	5774.1165161	-0.012566708563	30.172051629	16.809203953
-0.14625	10768.722743	5773.5707611	-0.21408720841	29.452997842	16.72518265
-0.1475	10768.818855	5773.9134878	-0.03181099828	29.699804145	16.180916282
-0.14875	10768.961161	5774.6130973	-0.26444738523	29.281817842	16.505608801
-0.15	10769.160092	5774.6566832	0.041390117644	26.692528627	16.114578466
-0.15125	10768.204182	5773.5454291	-0.030794555528	31.208861037	16.283431614
-0.1525	10773.211718	5773.3859867	-0.24451605896	29.306684155	16.548270651
-0.15375	10773.744434	5773.9317417	-0.58672958403	27.291747392	16.895301815
-0.155	10790.769011	5773.6314833	0.054699461316	28.221966932	17.41880551
-0.15625	10921.487957	5773.229152	0.10904074088	29.27815367	17.595743702
-0.1575	11027.443409	5773.7018913	0.21399223442	27.754475013	16.798461729
-0.15875	11165.820807	5773.344636	-0.087868335186	27.626991505	16.172007599
-0.16	11325.748265	5773.6732066	-0.23643169698	30.449524638	17.782652867
-0.16125	11417.130381	5773.9555836	-0.054462253729	28.591905721	16.700293054
-0.1625	11638.752371	5774.300918	0.020150933722	27.930928627	16.404221242
-0.16375	12129.362673	5773.4120637	-0.41830808186	26.737595908	16.393944679
-0.165	12374.450266	5773.6266404	-0.35629850572	30.412455089	17.617254343
-0.16625	12494.218349	5773.601681	-0.084599668071	28.186995769	17.435048358
-0.1675	12760.840356	5773.165822	-0.46965255933	29.005782562	17.237081192
-0.16875	12906.186283	5773.7555355	-0.41070907173	27.680743369	17.667227075
-0.17	13097.275794	5773.4634727	-0.56187418522	27.913588565	16.918193433
-0.17125	13118.430972	5774.0163058	-0.41116895773	26.15560079	15.68748703
-0.1725	13185.587525	5773.6095041	-0.089715985041	29.141517007	17.744681099
-0.17375	13225.843012	5773.127079	-0.43095528781	30.491634971	16.39425027
-0.175	13264.150918	5774.2740959	-0.031273441436	30.121678719	17.107689928
-0.17625	13284.413517	5785.4712009	-0.050526114137	29.595845263	16.753860109
-0.1775	13298.638165	5785.2961123	-0.035109556507	29.171811184	17.251413374
-0.17875	13298.749924	5797.0132679	-0.33722296848	30.275815516	16.543155652
-0.18	13327.637315	5864.739418	0.30296587283	30.077761039	16.83098817
-0.18125	13330.955803	5896.6785669	6.1835089582	27.620603214	17.397441843
-0.1825	13361.209631	6022.7662325	16.435384168	28.593148454	17.549665063
-0.18375	13370.501995	6136.8614435	44.192696805	32.568283495	17.261203902
-0.185	13387.967646	6238.8598919	73.68431543	42.934439261	17.512794875
-0.18625	13410.769403	6415.2888954	146.17268462	55.204494856	18.422536959
-0.1875	13456.641138	6555.7539463	191.06949912	93.830097467	21.156462026
-0.18875	13464.510441	6640.2316093	236.94254924	115.82012521	24.136164575
-0.19	13481.023908	6699.5583475	246.70711718	134.057994	36.108397762
-0.19125	13491.809368	6813.8696253	283.83072931	152.90838201	47.224760056
-0.1925	13497.6089	6860.6339395	289.43340294	155.96122248	53.375633433
-0.19375	13502.48158	6875.872612	290.59590306	161.20173968	58.968382655
-0.195	13539.354503	6913.4600461	292.74225235	164.61381456	61.669974821
-0.19625	13539.5661	6918.8669324	292.51175001	168.88841055	63.718506135
-0.1975	13540.798426	6922.3001599	293.30372345	170.47330039	65.389554948
-0.19875	13548.195362	6927.0767272	294.43588573	170.31257739	65.332732629
-0.2	13549.211621	6930.2931428	294.78040524	172.06205521	65.504317172
-0.20125	13548.621535	6932.5022399	295.11710163	171.22772988	66.072196933
-0.2025	13548.399508	6935.5070591	295.12359761	171.51487991	67.159236642
-0.20375	13549.935818	6939.638406	294.9679736	172.66380601	65.77479071
-0.205	13550.274074	6940.2195513	296.11911159	171.46143364	66.086795414
-0.20625	13551.726937	6940.9631193	294.90881134	173.40400955	65.468577668
-0.2075	13550.324738	6941.8810308	295.25810387	172.21373273	66.442543175
-0.20875	13551.913202	6943.0850446	295.30038591	173.18332102	66.515710205
-0.21	13551.039994	6943.129003	295.01034878	173.53288131	66.801073262
-0.21125	13552.242517	6943.2377815	295.20955868	174.22732199	67.063432653
