B_ax,x_N_up,nis_th_up,x_N_down,nis_th_down,M_up,M_down
-75.0,0.0349471136432816,0.0008249999999999647,0.0244776138549625,0.0,-0.5790412574103301,-0.519581443458855
-72.5,0.0430550119287804,0.0006249999999999867,0.0186031132491807,0.0,-0.5753451488249038,-0.514698935200909
-70.0,0.0327105612229455,0.0005500000000000504,0.0230788897108852,0.0,-0.5716232726855515,-0.5096211467437362
-67.5,0.035506339695428,0.00044999999999995044,0.0191625559736972,0.0,-0.5678724800387487,-0.5042952696876234
-65.0,0.030054559947812,0.00039999999999995595,0.0102106979850441,0.0,-0.5640887528016998,-0.4986534913814787
-62.5,0.0232050082267046,0.0,0.0215403048856786,0.0,-0.5602669828437635,-0.4926090019287024
-60.0,0.0336891188671392,0.0,0.012448656615568,0.0,-0.5564006957710826,-0.48605109701014876
-57.5,0.024463003002847,0.0,0.0057347689907176,0.0,-0.5524817058850101,-0.4788392795952886
-55.0,0.0183123372684853,0.0,0.0100708255706364,0.0,-0.5484996856566982,-0.4707963352942586
-52.5,0.0255813378443901,0.0,0.0169245504100588,0.0,-0.5444416293155808,-0.46170050186424005
-50.0,0.0149574500066061,0.0,0.0016784689728927,0.0,-0.5402911857325103,-0.4512771158722634
-47.5,0.0183123372684853,0.0,0.0099309531562286,0.0,-0.5360278306743231,-0.4391905539156564
-45.0,0.0177531112163389,0.0,0.0,0.0,-0.5316258427820901,-0.42503795207369954
-42.5,0.0127207803235203,0.0,0.0018183413873005,0.0,-0.5270530414924919,-0.40834712612506
-40.0,0.017893005676438,0.0,0.0,0.0,-0.5222692390403534,-0.38858229483914636
-37.5,0.0097852363799636,0.0,0.0055948965763098,0.0,-0.5172243535135946,-0.36516243054088027
-35.0,0.0072690123021795,0.0,0.0,0.0,-0.5118561271788012,-0.3374978267079532
-32.5,0.0022366227779858,0.0,0.0,0.0,-0.5060873964261506,-0.3050498676853451
-30.0,0.0015376781598651,0.0,0.0,0.0,-0.499822870597901,-0.26741573481724135
-27.5,0.0044732572822465,0.0,0.0023778310449316,0.0,-0.49294540259208797,-0.22443273094608995
-25.0,0.0109035360426816,0.0,0.0,0.0,-0.48531178311157724,-0.17628614282968202
-22.5,0.0090862917618429,0.0,0.0,0.0,-0.4767481747382345,-0.12359293823849075
-20.0,0.0062905015630852,0.0,0.0001398724144077,0.0,-0.46704543718031744,-0.06742736912450753
-17.5,0.0090862917618429,0.0,0.0,0.0,-0.45595479918496346,-0.009261225890180719
-15.0,0.0005591568671237,0.0,0.0,0.0,-0.4431846229825568,0.049185783484734666
-12.5,0.0026559895488583,0.0,0.0,0.0,-0.42839939212340183,0.10615804408182163
-10.0,0.0,0.0,0.0018183413873005,0.0,-0.4112225174999932,0.1600854541118978
-7.5,0.0040538670588246,0.0,0.0012588517296694,0.0,-0.3912450349517888,0.2097572369600636
-5.0,0.0011183137342479,0.0,0.0,0.0,-0.3680426157079771,0.25441104994503794
-2.5,0.0008387323691168,0.0,0.0,0.0,-0.34120327120209043,0.29373217610253544
0.0,0.0034947230906027,0.0,0.003636682774601,0.0,-0.3103673371690914,0.32778451528352676
2.5,0.0005591568671237,0.0,0.0,0.0,-0.2752793620554583,0.3569068883110352
5.0,0.0058711347922132,0.0,0.0060145138195331,0.0,-0.23584816384108773,0.38160527834467683
7.5,0.0015376781598651,0.0,0.0053151517474943,0.0,-0.19220683283411255,0.40246090276430707
10.0,0.0022366227779858,0.0,0.0013987241440772,0.0,-0.14475999448050908,0.42006250021158614
12.5,0.0,0.0,0.0034968103601933,0.0,-0.09420328549298389,0.4349628817559649
15.0,0.0041936559824487,0.0,0.0081125883023703,0.0,-0.041502108533380266,0.44765543757184695
17.5,0.0041936559824487,0.0,0.0065740034771637,0.0,0.012175447709607127,0.4585649969952598
20.0,0.0,0.0,0.0043360331133615,0.0,0.06556451900612581,0.46804789214539877
22.5,0.0,0.0,0.003636682774601,0.0,0.11742912696508088,0.4763972249408113
25.0,0.0,0.0,0.006434131062756,0.0,0.16668186640290436,0.48385056324570036
27.5,0.0015376781598651,0.0,0.0022379586305238,0.0,0.21247393623494282,0.4905983158974614
30.0,0.0032151452433544,0.0,0.0057347689907176,0.0,0.2542415418480166,0.49679178639942795
32.5,0.0027957784724824,0.0,0.0088119386411308,0.0,0.2917074640240806,0.5025504064728408
35.0,0.0011183137342479,0.0,0.0088119386411308,0.0,0.32484714118418573,0.5079679610209419
37.5,0.0043334449060729,0.0,0.0162251296716266,0.0,0.35383383607394114,0.5131177934519887
40.0,0.001397889236241,0.0,0.0083923331311859,0.0,0.3789772833750008,0.5180570715997431
42.5,0.0,0.0,0.0167846897289295,0.0,0.4006666002219055,0.522830233387989
45.0,0.0008387323691168,0.0,0.0093714634985975,0.0,0.4193235606571491,0.5274717404337563
47.5,0.0026559895488583,0.0,0.013427798716258,0.0,0.4353682751578086,0.5320082611879893
50.0,0.0026559895488583,0.0,0.0135676593973869,0.0,0.4491965958625712,0.5364603915005692
52.5,0.0033549341669786,0.0,0.0180435531918778,0.0,0.4611671812399811,0.5408440045161219
55.0,0.0079679569202998,0.0,0.0123087959344386,0.0,0.47159575129020054,0.545171306127676
57.5,0.0104841692718092,0.0,0.0251770345933942,0.00014999999999998348,0.48075423979322723,0.5494516580551713
60.0,0.0127207803235203,0.0,0.0187429739303096,0.00019999999999997797,0.48887298178395594,0.5536922184266386
62.5,0.0106239581954333,0.0,0.0244776138549625,0.00024999999999997247,0.49614455872980384,0.5578984395631426
65.0,0.0166348936375459,0.0,0.0268554800997302,0.0003750000000000142,0.5027283564308359,0.5620744543457701
67.5,0.0185920089259333,0.0,0.0300725104312723,0.0003750000000000142,0.5087552328461401,0.5662233758342774
70.0,0.0205490069515711,0.0,0.0278346222004203,0.0005500000000000504,0.5143319425433124,0.5703475294556327
72.5,0.0297750055531136,0.0,0.0440598692048333,0.0006749999999999812,0.519545135061948,0.574448632844573
75.0,0.0229253365692566,0.0,0.035247824964195,0.0011999999999999789,0.5244648544843391,0.5785279350840457
77.5,0.0381624582333107,0.0,0.0384649726285234,0.0016000000000000458,0.5291475341000862,0.58258632448021
80.0,0.0289362251062693,2.5000000000052758e-05,0.0447591726104792,0.0022999999999999687,0.5336385171827324,0.5866244119652101
82.5,0.0296352283557647,0.0002750000000000252,0.0464376181168151,0.003674999999999984,0.5379741529698738,0.590642595630007
85.0,0.0350868908406311,0.0005749999999999922,0.0531515174749444,0.0046000000000000485,0.5421835232775628,0.5946411106520753
87.5,0.041377568297841,0.0007000000000000339,0.0541305422428481,0.006700000000000039,0.5462898547134942,0.5986200679215737
90.0,0.0451517871517675,0.0011250000000000426,0.0707752539578623,0.009425000000000017,0.5503116673686833,0.6025794839238431
92.5,0.0525605649250218,0.0014499999999999513,0.0783286694011251,0.013549999999999951,0.5542637051452362,0.6065193038579384
95.0,0.0525605649250218,0.0017249999999999766,0.0730134941870735,0.017349999999999977,0.5581576866948066,0.610439419523026
97.5,0.0700341217466628,0.003950000000000009,0.0867208969328034,0.02070000000000005,0.5620029099552253,0.6143396831576571
100.0,0.0686362325104214,0.005075000000000052,0.0836437272823903,0.025275000000000047,0.5658067378136223,0.6182199181484861
102.5,0.0728301347446442,0.0068749999999999645,0.1011277204169657,0.03259999999999996,0.5695749876293185,0.6220799273172842
105.0,0.0821959105435361,0.008175000000000043,0.1067226169932755,0.04117499999999996,0.5733122432422874,0.6259194993344008
107.5,0.0873681358964538,0.008750000000000036,0.1149749838438255,0.049000000000000044,0.5770221046359094,0.6297384136825297
110.0,0.0935188016308155,0.00967499999999999,0.119311016957187,0.058825000000000016,0.5807073875500035,0.6335364444985124
112.5,0.1133686880701421,0.01090000000000002,0.1200103203628324,0.07069999999999999,0.5843702829755161,0.6373133635465772
115.0,0.11211057603125,0.012375000000000025,0.1435097307793949,0.08009999999999995,0.5880124845297776,0.6410689425189332
117.5,0.1168633525293703,0.014650000000000052,0.1488249059934465,0.09389999999999998,0.5916352901405525,0.6448029548152089
120.0,0.1336384924152633,0.017225000000000046,0.1600137604837766,0.10760000000000003,0.5952396831958606,0.6485151769178547
122.5,0.1360142357192015,0.02047500000000002,0.1644900062766261,0.12337500000000001,0.598826397291028,0.6522053894540838
125.0,0.1568436179047176,0.027000000000000024,0.1767982155471343,0.144575,0.6023959678792363,0.6558733780143792
127.5,0.1618753624837889,0.03467500000000001,0.190226952925682,0.16595000000000004,0.6059487734692074,0.6595189337817287
130.0,0.1831233726848558,0.04049999999999998,0.2063121045833933,0.18905000000000005,0.6094850684823759,0.6631418540134806
132.5,0.189554061864914,0.047699999999999965,0.2235154376934213,0.2126,0.6130050094564856,0.6667419424082248
135.0,0.1938869204572396,0.05312499999999998,0.2348450915271704,0.24465000000000003,0.6165086759422207,0.6703190093827733
137.5,0.2253391351157943,0.06207499999999999,0.2470148481099834,0.27344999999999997,0.6199960871674532,0.6738728722786511
140.0,0.2271567077323315,0.07267500000000005,0.2526092753551486,0.30327499999999996,0.6234672153263763,0.6774033555131245
142.5,0.2429531727112812,0.08372500000000005,0.2893966238068398,0.33914999999999995,0.6269219961772801,0.6809102906864101
145.0,0.2762217873588786,0.09484999999999999,0.3012859550306778,0.371225,0.6303603374942482,0.6843935166540925
147.5,0.2822326758958914,0.10875000000000001,0.3324765295814803,0.403625,0.6337821258075513,0.6878528795717563
150.0,0.3121487485365982,0.11982499999999996,0.370661311516601,0.43222499999999997,0.6371872317793736,0.6912882329172726
152.5,0.3303209568194866,0.13529999999999998,0.452906901318845,0.46347499999999997,0.6405755144912221,0.6946994374949781
155.0,0.3368911886713945,0.15322499999999994,0.8203509478383311,0.5005,0.6439468248633038,0.6980863614250472
157.5,0.3568809695708197,0.17332499999999995,0.9851202061460717,0.5398000000000001,0.6473010083814719,0.701448880120638
160.0,0.3795267517453784,0.194175,1.0,0.57135,0.650637907271713,0.7047868762548362
162.5,0.4048285351950702,0.21707500000000002,1.0,0.6036,0.6539573622337425,0.7081002397189909
165.0,0.4306896619596575,0.23662499999999997,1.0,0.63805,0.657259213822639,0.7113888675737017
167.5,0.4516574141895297,0.26049999999999995,1.0,0.6718999999999999,0.6605433035494028,0.7146526639934623
170.0,0.4891205173850957,0.28180000000000005,1.0,0.700625,0.6638094747569431,0.7178915402057632
172.5,0.5619500658159939,0.3087,1.0,0.7255499999999999,0.6670575733165329,0.7211054144253094
175.0,0.5857168798753339,0.33245,1.0,0.75015,0.6702874481806405,0.7242942117838799
177.5,0.6596639423085251,0.35814999999999997,1.0,0.775825,0.67349895182076,0.7274578642562749
180.0,0.7256441735438166,0.3869,1.0,0.800025,0.6766919405730697,0.7305963105827186
182.5,0.8450235156254698,0.41474999999999995,1.0,0.8242,0.6798662749101128,0.7337094961880309
185.0,0.8933897092652694,0.44447499999999995,1.0,0.8404,0.6830218196530237,0.7367973730978427
187.5,0.9554557099237836,0.480175,1.0,0.86,0.686158444135875,0.73985989985209
190.0,0.9609072551459008,0.5131,1.0,0.878375,0.6892760223313881,0.7428970414160031
192.5,1.0,0.544575,1.0,0.893375,0.6923744329453843,0.7459087690887787
195.0,0.9955748143944868,0.5716,1.0,0.905675,0.6954535594858676,0.7488950604101138
197.5,1.0,0.600125,1.0,0.916125,0.6985132903114444,0.7518558990647647
200.0,1.0,0.63025,1.0,0.925725,0.7015535186628482,0.7547912747852809
202.5,1.0,0.657775,1.0,0.9348,0.7045741426805807,0.7577011832530627
205.0,1.0,0.681875,1.0,0.941175,0.7075750654110816,0.7605856259978763
207.5,1.0,0.7088,1.0,0.947125,0.7105561948033685,0.7634446102959606
210.0,1.0,0.7316,1.0,0.95385,0.7135174436977005,0.766278149066852
212.5,0.9883056965558332,0.752475,1.0,0.960075,0.716458729807524,0.7690862607690495
215.0,1.0,0.7792,0.9975680414321344,0.965825,0.7193799756957083,0.7718689692946392
217.5,1.0,0.8021,1.0,0.971275,0.7222811087458987,0.7746263038629922
220.0,0.9999088456143064,0.8225750000000001,1.0,0.9759,0.7251620611296496,0.7773582989136519
222.5,0.9969725863679764,0.8443,1.0,0.978875,0.7280227697698882,0.7800649939985121
225.0,0.986348581267442,0.8604499999999999,1.0,0.982775,0.7308631763011518,0.7827464336734012
227.5,1.0,0.874925,1.0,0.985575,0.7336832270269753,0.7854026673891673
230.0,1.0,0.8883,1.0,0.987925,0.7364828728747356,0.7880337493823698
232.5,1.0,0.90365,1.0,0.98995,0.7392620693482118,0.7906397385656726
235.0,1.0,0.91495,1.0,0.992075,0.7420207764780841,0.7932206984180344
237.5,1.0,0.924125,1.0,0.9928,0.7447589587705584,0.7957766968747882
240.0,1.0,0.933375,1.0,0.994075,0.7474765851542811,0.7983078062176991
242.5,1.0,0.944375,1.0,0.995,0.7501736289256888,0.8008141029650873
245.0,1.0,0.9523,0.995330505199642,0.99615,0.7528500676929181,0.803295667762099
247.5,1.0,0.9574,1.0,0.996575,0.7555058833183909,0.8057525852712091
250.0,0.9901232691723696,0.9633,1.0,0.99685,0.7581410618601804,0.8081849440630302
