,h_s,xi,q
181,0.3400000000000001,13.0,0.27907554733904966
182,0.21,14.0,0.09149197944584363
183,0.22,14.0,0.16034885094104703
184,0.23,14.0,0.22349690233389186
185,0.24000000000000002,14.0,0.2734158822222551
186,0.25,14.0,0.30682241958891887
187,0.26,14.0,0.32675786471039237
188,0.27,14.0,0.33735946972562647
189,0.28,14.0,0.335975420642546
190,0.29000000000000004,14.0,0.3291810272765581
191,0.30000000000000004,14.0,0.31686128088020105
192,0.31000000000000005,14.0,0.3109289240020873
193,0.32000000000000006,14.0,0.3014559112534707
194,0.33000000000000007,14.0,0.296309313649443
195,0.3400000000000001,14.0,0.2897927417869602
196,0.21,15.0,0.08933286820569125
197,0.22,15.0,0.15591072285904087
198,0.23,15.0,0.21783144569440643
199,0.24000000000000002,15.0,0.26808012376852697
200,0.25,15.0,0.30231399719143975
201,0.26,15.0,0.322836964140307
202,0.27,15.0,0.33498211889251367
203,0.28,15.0,0.33541943508802935
204,0.29000000000000004,15.0,0.3311397778232695
205,0.30000000000000004,15.0,0.3202637777869551
206,0.31000000000000005,15.0,0.3160628979330853
207,0.32000000000000006,15.0,0.3077697806785512
208,0.33000000000000007,15.0,0.30366267172570327
209,0.3400000000000001,15.0,0.29796273405381557
210,0.21,16.0,0.08747090686463002
211,0.22,16.0,0.15213105819010564
212,0.23,16.0,0.2127274712159373
213,0.24000000000000002,16.0,0.2628019364042313
214,0.25,16.0,0.29736277377756526
215,0.26,16.0,0.3188334998910453
216,0.27,16.0,0.33164623980351876
217,0.28,16.0,0.3336269055429892
218,0.29000000000000004,16.0,0.3314498300790815
219,0.30000000000000004,16.0,0.3219227226010439
220,0.31000000000000005,16.0,0.31938262689640473
221,0.32000000000000006,16.0,0.3120125437368521
222,0.33000000000000007,16.0,0.3091259015172787
223,0.3400000000000001,16.0,0.3038366555188166
224,0.21,17.0,0.08589733326725064
225,0.22,17.0,0.14891104129811858
226,0.23,17.0,0.208277507805319
227,0.24000000000000002,17.0,0.2578692265640031
228,0.25,17.0,0.29247278035829655
229,0.26,17.0,0.3144698217268222
230,0.27,17.0,0.3275379313117445
231,0.28,17.0,0.3311936680723039
232,0.29000000000000004,17.0,0.33034688686417435
233,0.30000000000000004,17.0,0.32241853461840675
234,0.31000000000000005,17.0,0.3212749543711818
235,0.32000000000000006,17.0,0.31498125710187175
236,0.33000000000000007,17.0,0.31310717632860596
237,0.3400000000000001,17.0,0.3082109595392121
238,0.21,18.0,0.0845532070251812
239,0.22,18.0,0.1460790427278764
240,0.23,18.0,0.20434939538341398
241,0.24000000000000002,18.0,0.25339808698467087
242,0.25,18.0,0.2879179852837179
243,0.26,18.0,0.31043799437039826
244,0.27,18.0,0.3236708409305408
245,0.28,18.0,0.3284338512632784
246,0.29000000000000004,18.0,0.3289021069245722
247,0.30000000000000004,18.0,0.32211715258196627
248,0.31000000000000005,18.0,0.32246950653139855
249,0.32000000000000006,18.0,0.3168735520352595
250,0.33000000000000007,18.0,0.315911256733634
251,0.3400000000000001,18.0,0.31116844536542226
252,0.21,19.0,0.08342977373990977
253,0.22,19.0,0.14357352459706543
254,0.23,19.0,0.20083356677943523
255,0.24000000000000002,19.0,0.24929467730656515
256,0.25,19.0,0.2835471789891469
257,0.26,19.0,0.30636448630276303
258,0.27,19.0,0.31979226940985295
259,0.28,19.0,0.3254659775015694
260,0.29000000000000004,19.0,0.3268554303768495
261,0.30000000000000004,19.0,0.3212027446582291
262,0.31000000000000005,19.0,0.322699417802573
263,0.32000000000000006,19.0,0.317959022008376
264,0.33000000000000007,19.0,0.31771353118718937
265,0.3400000000000001,19.0,0.313245105442374
266,0.21,20.0,0.08243225043130617
267,0.22,20.0,0.14138604415347125
268,0.23,20.0,0.19770544301107287
269,0.24000000000000002,20.0,0.2456136258108048
270,0.25,20.0,0.2796190432967541
271,0.26,20.0,0.30249441092839424
272,0.27,20.0,0.315962791237553
273,0.28,20.0,0.32243796860265345
274,0.29000000000000004,20.0,0.3247543813366431
275,0.30000000000000004,20.0,0.3200031931357861
276,0.31000000000000005,20.0,0.32264347124073767
277,0.32000000000000006,20.0,0.3183798433807186
278,0.33000000000000007,20.0,0.3186907383143866
279,0.3400000000000001,20.0,0.3146456666967013
