B_ax,x_N_up,nis_th_up,x_N_down,nis_th_down,M_up,M_down
30.0,0.0052660021820301,0.0,0.0895070637543584,0.025225000000000053,0.4641524495961968,0.662232746124813
32.0,0.0054475889894283,0.0,0.1091153281940191,0.04720000000000002,0.48456602941606014,0.6720330097479043
34.0,0.0043580833775539,0.0,0.1307205445345465,0.07842499999999997,0.5019532721562638,0.6816487972884216
36.0,0.0090793251373903,0.0,0.1532331616854281,0.12405,0.5173661217715151,0.6910791334036794
38.0,0.0107136064039729,0.0,0.184824660525944,0.1985,0.5314851385476639,0.7003227980148365
40.0,0.0123479181355854,0.0,0.3714632088752046,0.29590000000000005,0.5447418696027367,0.7093785408475344
42.0,0.0163428126658287,0.0,0.7796031990779543,0.40695000000000003,0.5574059779614878,0.7182452178478891
44.0,0.021245549837975,0.0,0.8150067560391806,0.5253,0.5696438563014626,0.7269218760541148
46.0,0.024877438311084,0.0,0.8516820143710696,0.6355999999999999,0.5815568136741733,0.735407804399437
48.0,0.032140910607008,0.0,0.8914413389013006,0.74465,0.5932054895978293,0.743702561948437
50.0,0.0417649657015633,0.00017500000000003624,0.9471799338280326,0.8318,0.604625287133032,0.751805991150579
52.0,0.0537497559198969,0.0011250000000000426,1.0223428153194838,0.89285,0.6158360616866009,0.7597182211241826
54.0,0.0726345706340943,0.0018249999999999655,1.0150811720436037,0.926275,0.6268481776985636,0.7674396642972713
56.0,0.0909748229487881,0.008000000000000007,1.0216163463927634,0.95855,0.6376662844472275,0.7749710086239692
58.0,0.1153076988603685,0.021824999999999983,1.0141734666341171,0.9828,0.648291665326266,0.7823132068667475
60.0,0.147629876391967,0.041100000000000025,1.024703458582405,0.99095,0.658723696981153,0.7894674639549522
62.0,0.1810414833728655,0.07142499999999996,1.0136282341901628,0.99525,0.6689607536310291,0.7964352231129361
64.0,0.2248044980238806,0.11252499999999999,1.013809470672929,0.997575,0.6790007656745192,0.803218151240618
66.0,0.2816415800173829,0.16917499999999996,1.0114503504056631,0.999,0.6888415627779959,0.8098181238886119
68.0,0.3591781261978894,0.2573,1.012358055815144,0.999875,0.6984810824599429,0.8162372100751748
70.0,0.467948943712161,0.354575,1.0070930598410028,1.0,0.7079174945748249,0.8224776571273572
72.0,0.6420900979388688,0.4617,1.0167153463798044,1.0,0.7171492730688029,0.8285418756836275
74.0,0.8405667176046535,0.5752999999999999,1.0134469977073968,1.0,0.726175234554544,0.8344324249631592
76.0,0.9024868897440078,0.688975,1.012176819332378,1.0,0.7349945559069494,0.8401519983835325
78.0,0.9378963933492152,0.772825,1.012358055815144,1.0,0.7436067785189825,0.8457034095909597
80.0,0.959141181561458,0.842875,1.0096349395866906,1.0,0.7520118040220115,0.8510895789534172
82.0,0.9845627252966024,0.903425,1.015988877453084,1.0,0.7602098845127384,0.8563135205560691
84.0,1.0085326103835648,0.9370499999999999,1.0112675909272413,1.0,0.7682016092318656,0.8613783297292888
86.0,1.0139797576300646,0.9652000000000001,1.0096349395866906,1.0,0.7759878889554787,0.8662871711319203
88.0,1.019790961977214,0.984825,1.01889323016431,1.0,0.7835699389319042,0.8710432674058367
90.0,1.0188831041028013,0.991525,1.0150811720436037,1.0,0.7909492609272808,0.8756498884121299
92.0,1.0118015080320537,0.9957,1.0110863544444753,1.0,0.7981276247719097,0.8801103410542332
94.0,1.0194284281280344,0.9976,1.015807640970318,1.0,0.8051070496892905,0.8844279596888808
96.0,1.015795473378902,0.999325,1.017077819345337,1.0,0.8118897856174189,0.8886060971219142
98.0,1.019064371027391,0.999475,1.0096349395866906,1.0,0.8184782946831229,0.892648116182565
100.0,1.0136172237808851,0.9997,1.0183495207160116,1.0,0.824875232956098,0.8965573818668696
102.0,1.007806019433736,0.999975,1.0119940598539616,1.0,0.8310834325844046,0.9003372540383354
104.0,1.0090779344088037,1.0,1.0118128233711956,1.0,0.8371058843941889,0.9039910806717821
106.0,1.0101670592078065,1.0,1.0148999355608377,1.0,0.8429457210211728,0.9075221916244595
108.0,1.0070794284839069,1.0,1.0101786490349889,1.0,0.8486062006288494,0.9109338929170139
110.0,1.006354360785548,1.0,1.0127205287806822,1.0,0.8540906912574623,0.9142294615056581
112.0,1.0123468320572868,1.0,1.010359885517755,1.0,0.8594026558383647,0.9174121405259342
114.0,1.0172486552785538,1.0,1.010359885517755,1.0,0.8645456378998903,0.9204851349877449
116.0,1.0107123832330454,1.0,1.0112675909272413,1.0,0.8695232479833019,0.923451607900831
118.0,1.0125280989818766,1.0,1.0118128233711956,1.0,0.8743391507805812,0.9263146768095774
120.0,1.0139797576300646,1.0,1.0134469977073968,1.0,0.8789970529997116,0.9290774107159003
122.0,1.008896667484214,1.0,1.0080007652504896,1.0,0.8835006919576576,0.9317428273690102
124.0,1.003629263910828,1.0,1.0114503504056631,1.0,0.8878538248963895,0.9343138909010071
126.0,1.0118015080320537,1.0,1.0110863544444753,1.0,0.8920602190130315,0.9367935097875638
128.0,1.013798490705475,1.0,1.0029170057591086,1.0,0.8961236421914814,0.939184535113333
130.0,1.0119827749566437,1.0,1.0032794787246408,1.0,0.9000478544196281,0.9414897591222062
132.0,1.0132546899317054,1.0,1.0141734666341171,1.0,0.9038365998735529,0.9437119140330947
134.0,1.0147063485798935,1.0,1.0070930598410028,1.0,0.9074935996478167,0.9458536711025148
136.0,1.0156142064543123,1.0,1.0063665909142825,1.0,0.9110225451090402,0.9479176399159283
138.0,1.0092592013333936,1.0,1.0078180057720674,1.0,0.9144270918485106,0.9499063678904691
140.0,1.0096217351825731,1.0,1.0034607152074069,1.0,0.9177108542083812,0.9518223399724252
142.0,1.0025401391118254,1.0,1.0136282341901628,1.0,0.920877400355218,0.9536679785135792
144.0,1.0121640418812332,1.0,1.010359885517755,1.0,0.9239302478740963,0.9554456433112646
146.0,1.006354360785548,1.0,1.008544474698788,1.0,0.9268728598561622,0.9571576317977527
148.0,1.0098045253586263,1.0,1.0067290638798148,1.0,0.9297086414525263,0.9588061793653441
150.0,1.0083513434589748,1.0,1.0047324165780818,1.0,0.9324409368674799,0.9603934598142787
152.0,1.0056277698357248,1.0,1.013992230151351,1.0,0.9350730267643539,0.961921585911328
154.0,1.0094404682579834,1.0,1.0129017652634484,1.0,0.9376081260577908,0.963392610047645
156.0,1.008896667484214,1.0,1.0040059476513614,1.0,0.9400493820668009,0.9648085249851595
158.0,1.002177605262646,1.0,1.00872723417721,1.0,0.9423998730036611,0.9661712646814916
160.0,1.0030854631370587,1.0,1.0060025949531004,1.0,0.9446626067745054,0.9674827051840108
162.0,1.001996338338056,1.0,1.007274296323769,1.0,0.9468405200683037,0.9687446655843193
164.0,1.0085326103835648,1.0,1.008908470659976,1.0,0.9489364777118372,0.9699589090250378
166.0,1.008170076534385,1.0,1.008908470659976,1.0,0.9509532722692252,0.971127143751372
168.0,1.0161595304795452,1.0,1.0118128233711956,1.0,0.952893623865532,0.9722510242004884
170.0,1.0056277698357248,1.0,1.0034607152074069,1.0,0.9547601802149781,0.9733321521222706
172.0,1.0119827749566437,1.0,1.0094521801082743,1.0,0.9565555168352773,0.9743720777255288
174.0,1.0107123832330454,1.0,1.002009300349628,1.0,0.9582821374306192,0.9753723008442167
176.0,1.0018135481619967,1.0,1.0176230517892912,1.0,0.9599424744268059,0.9763342721186687
178.0,1.0092592013333936,1.0,1.0078180057720674,1.0,0.9615388896430279,0.9772593941872948
180.0,1.0072622186599662,1.0,1.008544474698788,1.0,0.963073675085717,0.9781490228845724
182.0,1.0041745879360673,1.0,1.008544474698788,1.0,0.9645490538508404,0.9790044684415601
184.0,1.0074434855845562,1.0,1.0130845247418645,1.0,0.9659671811219125,0.9798269966855055
186.0,1.0052637127350756,1.0,1.0021905368323942,1.0,0.9673301452518585,0.9806178302354582
188.0,1.0132546899317054,1.0,1.0027357692763423,1.0,0.9686399689177126,0.9813781496911056
190.0,1.0090779344088037,1.0,1.0099974125522226,1.0,0.9698986103379337,0.9821090948123378
192.0,1.0094404682579834,1.0,1.0049136530608478,1.0,0.9711079645428867,0.9828117656873215
194.0,0.9970929918653196,1.0,0.9989221881599863,1.0,0.9722698646897773,0.9834872238871091
196.0,1.0094404682579834,1.0,1.012358055815144,1.0,0.9733860834140114,0.9841364936050383
198.0,1.0085326103835648,1.0,1.005277649022036,1.0,0.9744583342096218,0.9847605627794004
200.0,1.0114374509314044,1.0,1.0067290638798148,1.0,0.9754882728320197,0.9853603841980444
